THE,DT,0
AMOUNT,NN,0
OF,IN,0
OIL,NN,1
IN,IN,0
THE,DT,0
WATER,NN,0
AND,CC,0
SAID,VBD,0
OFFICIALS,NNS,0
DO,VBP,0
N'T,RB,0
KNOW,VB,0
THE,DT,0
SEA,NN,0
.,.,0
"""",'',0
HE,PRP,0
SAID,VBD,0
.,.,0
THE,DT,0
SAME,JJ,0
AREA,NN,0
OF,IN,0
NORTHWEST,JJ,0
SPAIN,NNP,0
SUFFERED,VBD,0
A,DT,0
DISASTROUS,JJ,0
SPILL,NN,0
10,CD,0
YEARS,NNS,0
AGO,RB,0
WHEN,WRB,0
THE,DT,0
GREEK,JJ,0
TANKER,NN,0
AEGEAN,NNP,0
SEA,NNP,0
RAN,VBD,0
AGROUND,RB,0
NEAR,IN,0
A,DT,0
CORUNA,NNP,0
AND,CC,0
LOST,VBD,0
21.5,CD,0
MILLION,CD,0
GALLONS,NNS,0
OF,IN,0
OIL,NN,1
.,.,0
IN,IN,0
1999,CD,0
AN,DT,0
OIL,NN,1
SPILL,NN,0
FROM,IN,0
THE,DT,0
TANKER,NN,0
ERIKA,NNP,0
POLLUTED,VBD,0
250,CD,0
MILES,NNS,0
OF,IN,0
FRENCH,JJ,0
COASTLINE,NN,0
.,.,0
A,DT,0
U.N.,NNP,0
TREATY,NN,0
BANNING,VBG,0
SINGLE,JJ,0
-,HYPH,0
HULLED,JJ,0
TANKERS,NNS,0
ENTERED,VBD,0
INTO,IN,0
FORCE,NN,0
THIS,DT,0
YEAR,NN,0
BUT,CC,0
THE,DT,0
PHASE,NN,0
-,HYPH,0
IN,RP,0
PERIOD,NN,0
STRETCHES,VBZ,0
TO,IN,0
2015,CD,0
.,.,0
EUROPEAN,NNP,0
UNION,NNP,0
OFFICIALS,NNS,0
SAY,VBP,0
THEIR,PRP$,0
EFFORTS,NNS,0
TO,TO,0
IMPOSE,VB,0
STRICTER,JJR,0
INSPECTIONS,NNS,0
ARE,VBP,0
BEING,VBG,0
SUBVERTED,VBN,0
BY,IN,0
SHIPOWNERS,NNS,0
WHO,WP,0
AVOID,VBP,0
EU,NNP,0
HARBORS,NNS,0
OR,CC,0
AVOID,VB,0
DROPPING,VBG,0
ANCHOR,NN,0
WHEN,WRB,0
THEY,PRP,0
REFUEL,VBP,0
OR,CC,0
PICK,VBP,0
UP,RP,0
SUPPLIES,NNS,0
.,.,0
FRENCH,JJ,0
PRESIDENT,NNP,0
JACQUES,NNP,0
CHIRAC,NNP,0
SAID,VBD,0
WEDNESDAY,NNP,0
HE,PRP,0
WOULD,MD,0
RAISE,VB,0
THE,DT,0
ISSUE,NN,0
OF,IN,0
MARITIME,JJ,0
SECURITY,NN,0
AT,IN,0
NEXT,JJ,0
MONTH,NN,0
'S,POS,0
EU,NNP,0
SUMMIT,NN,0
AND,CC,0
CRITICIZED,VBN,0
EUROPEAN,JJ,0
OFFICIALS,NNS,0
FOR,IN,0
NOT,RB,0
TAKING,VBG,0
A,DT,0
TOUGHER,JJR,0
STAND,NN,0
AGAINST,IN,0
"""",'',0
ASSOCIATED,NNP,0
PRESS,NNP,0
WRITER,NNP,0
SANTIAGO,NNP,0
DE,NNP,0
COMPOSTELA,NNP,0
SPAIN,NNP,0
(,-LRB-,0
AP,NNP,0
),-RRB-,0
_,NNP,0
SPAIN,NNP,0
AND,CC,0
PORTUGAL,NNP,0
RACED,VBD,0
TO,TO,0
PROTECT,VB,0
BEACHES,NNS,0
AND,CC,0
RICH,JJ,0
FISHING,NN,0
GROUNDS,NNS,0
WEDNESDAY,NNP,0
FROM,IN,0
AN,DT,0
EXPECTED,VBN,0
ONSLAUGHT,NN,0
OF,IN,0
FUEL,NN,0
OIL,NN,1
FROM,IN,0
A,DT,0
TANKER,NN,0
THAT,WDT,0
BROKE,VBD,0
IN,IN,0
HALF,NN,0
AND,CC,0
SANK,VBD,0
OFF,RP,0
THEIR,PRP$,0
COASTS,NNS,0
.,.,0
THE,DT,0
BAHAMAS,NNPS,0
-,HYPH,0
FLAGGED,JJ,0
PRESTIGE,NNP,0
RUPTURED,VBD,0
IN,IN,0
STORMY,JJ,0
WEATHER,NN,0
NOV.,NNP,0
13,CD,0
INITIALLY,RB,0
SPILLING,VBG,0
ABOUT,RB,0
GALLONS,NNS,0
OF,IN,0
FUEL,NN,1
OIL,NN,1
THAT,WDT,0
CONTAMINATED,VBD,0
FISHERIES,NNS,0
BLACKENED,VBN,0
BEACHES,NNS,0
AND,CC,0
KILLED,VBD,0
WILDLIFE,NN,0
ALONG,IN,0
A,DT,0
125-MILE,CD,0
STRETCH,NN,0
OF,IN,0
THE,DT,0
IBERIAN,JJ,0
PENINSULA,NN,0
.,.,0
DESPITE,IN,0
EFFORTS,NNS,0
TO,TO,0
SALVAGE,VB,0
THE,DT,0
VESSEL,NN,0
IT,PRP,0
SPLIT,VBD,0
IN,IN,0
TWO,CD,0
AND,CC,0
SANK,VBD,0
TUESDAY,NNP,0
ABOUT,IN,0
150,CD,0
MILES,NNS,0
OFF,IN,0
SPAIN,NNP,0
'S,POS,0
NORTHERN,JJ,0
COAST,NN,0
NEAR,IN,0
PORTUGAL,NNP,0
.,.,0
SALVAGERS,NNS,0
SAID,VBD,0
IT,PRP,0
DUMPED,VBD,0
ANOTHER,DT,0
GALLONS,NNS,0
OF,IN,0
FUEL,NN,1
INTO,IN,0
THE,DT,0
ATLANTIC,NNP,0
OCEAN,NNP,0
ON,IN,0
TUESDAY,NNP,0
.,.,0
THE,DT,0
LATEST,JJS,0
SPILL,NN,0
BELIEVED,VBN,0
TO,TO,0
BE,VB,0
THE,DT,0
SHIP,NN,0
'S,POS,0
OWN,JJ,0
FUEL,NN,0
RATHER,RB,0
THAN,IN,0
ITS,PRP$,0
CARGO,NN,0
WAS,VBD,0
ESTIMATED,VBN,0
TO,TO,0
BE,VB,0
22,CD,0
MILES,NNS,0
LONG,JJ,0
AND,CC,0
ONE,CD,0
-,HYPH,0
THIRD,NN,0
OF,IN,0
A,DT,0
MILE,NN,0
WIDE,JJ,0
.,.,0
ON,IN,0
WEDNESDAY,NNP,0
CLEANUP,NN,0
CREWS,NNS,0
WERE,VBD,0
SCOOPING,VBG,0
SLUDGE,NN,0
FROM,IN,0
DOZENS,NNS,0
OF,IN,0
SPANISH,JJ,0
BEACHES,NNS,0
AMID,IN,0
HOPES,NNS,0
THAT,IN,0
THE,DT,0
TANKER,NN,0
'S,POS,0
REMAINING,VBG,0
CARGO,NN,0
_,NNP,0
NEARLY,RB,0
TWICE,PDT,0
THE,DT,0
10.92,CD,0
MILLION,CD,0
GALLONS,NNS,0
DUMPED,VBN,0
FROM,IN,0
THE,DT,0
EXXON,NNP,0
VALDEZ,NNP,0
NEAR,IN,0
ALASKA,NNP,0
IN,IN,0
1989,CD,0
_,NNP,0
WOULD,MD,0
SOLIDIFY,VB,0
AND,CC,0
STAY,VB,0
INSIDE,IN,0
THE,DT,0
SUBMERGED,JJ,0
VESSEL,NN,0
IN,IN,0
WATERS,NNS,0
MORE,JJR,0
THAN,IN,0
TWO,CD,0
MILES,NNS,0
DEEP,JJ,0
.,.,0
"""",'',0
SAID,VBD,0
MARIA,NNP,0
JOSE,NNP,0
CABALLERO,NNP,0
WHO,WP,0
HEADS,VBZ,0
GREENPEACE,NNP,0
'S,POS,0
COASTAL,JJ,0
PROTECTION,NN,0
PROJECT,NN,0
IN,IN,0
SPAIN,NNP,0
.,.,0
"""","""",0
THERE,EX,0
WAS,VBD,0
NO,DT,0
INDICATION,NN,0
WEDNESDAY,NNP,0
THAT,IN,0
THE,DT,0
SUNKEN,VBN,0
WRECKAGE,NN,0
WAS,VBD,0
LEAKING,VBG,0
ARSENIO,NNP,0
FERNANDEZ,NNP,0
DE,FW,0
MESA,NNP,0
CHIEF,JJ,0
GOVERNMENT,NN,0
REPRESENTATIVE,NN,0
IN,IN,0
THE,DT,0
GALICIA,NNP,0
REGION,NN,0
TOLD,VBD,0
THE,DT,0
ASSOCIATED,NNP,0
PRESS,NNP,0
.,.,0
"""",'',0
HE,PRP,0
SAID,VBD,0
.,.,0
EXPERTS,NNS,0
HAVE,VBP,0
SAID,VBN,0
THERE,EX,0
IS,VBZ,0
A,DT,0
CHANCE,NN,0
THE,DT,0
OIL,NN,1
STILL,RB,0
INSIDE,IN,0
THE,DT,0
SUNKEN,JJ,0
PRESTIGE,NNP,0
MIGHT,MD,0
SOLIDIFY,VB,0
IN,IN,0
THE,DT,0
ATLANTIC,NNP,0
'S,POS,0
DEEP,JJ,0
FRIGID,JJ,0
WATER,NN,0
LIMITING,VBG,0
SHORT,JJ,0
-,HYPH,0
TERM,NN,0
ENVIRONMENTAL,JJ,0
DAMAGE,NN,0
.,.,0
WHILE,IN,0
STILL,RB,0
FAR,RB,0
OFFSHORE,JJ,0
WEDNESDAY,NNP,0
WINDS,NNS,0
AND,CC,0
OCEAN,NN,0
CURRENTS,NNS,0
WERE,VBD,0
PROJECTED,VBN,0
TO,TO,0
CARRY,VB,0
IT,PRP,0
EAST,RB,0
TOWARD,IN,0
LAND,NN,0
.,.,0
MARITIME,NNP,0
AUTHORITIES,NNS,0
AND,CC,0
ENVIRONMENTALISTS,NNS,0
IN,IN,0
SPAIN,NNP,0
PLACED,VBD,0
FLOATING,VBG,0
BARRIERS,NNS,0
OUTSIDE,IN,0
RIVERS,NNS,0
TO,TO,0
PROTECT,VB,0
COASTAL,JJ,0
FISHING,NN,0
GROUNDS,NNS,0
AND,CC,0
SHELLFISH,JJ,0
BEDS,NNS,0
.,.,0
EUROPEAN,JJ,0
NEIGHBORS,NNS,0
WERE,VBD,0
EXPECTED,VBN,0
TO,TO,0
SEND,VB,0
BOATS,NNS,0
EQUIPPED,VBN,0
TO,TO,0
SCOOP,VB,0
UP,RP,0
OIL,NN,1
AT,IN,0
SEA,NN,0
.,.,0
PORTUGAL,NNP,0
'S,POS,0
ENVIRONMENT,NN,0
MINISTER,NN,0
ISALTINO,NNP,0
MORAIS,NNP,0
SAID,VBD,0
CONTAINMENT,NN,0
EFFORTS,NNS,0
WOULD,MD,0
FOCUS,VB,0
ON,IN,0
THE,DT,0
COAST,NN,0
BECAUSE,IN,0
HIGH,JJ,0
WINDS,NNS,0
AND,CC,0
WAVES,NNS,0
WILL,MD,0
PROBABLY,RB,0
MAKE,VB,0
IT,PRP,0
IMPOSSIBLE,JJ,0
TO,TO,0
SCOOP,VB,0
UP,RP,0
MUCH,JJ,0
OIL,NN,1
AT,IN,0
SEA,NN,0
.,.,0
"""",'',0
MORAIS,NNP,0
TOLD,VBD,0
STATE,NN,0
RADIO,NN,0
ANTENA,NNP,0
1,CD,0
ADDING,VBG,0
THAT,IN,0
THE,DT,0
PORTUGUESE,JJ,0
MILITARY,NN,0
WAS,VBD,0
MONITORING,VBG,0
ONE,CD,0
OF,IN,0
THE,DT,0
SLICKS,NNS,0
.,.,0
IN,IN,0
MADRID,NNP,0
SPAIN,NNP,0
'S,POS,0
ENVIRONMENT,NNP,0
MINISTER,NNP,0
JAUME,NNP,0
MATAS,NNP,0
SAID,VBD,0
"""",'',0
SPAIN,NNP,0
'S,POS,0
DEVELOPMENT,NNP,0
MINISTRY,NNP,0
SAID,VBD,0
IT,PRP,0
HAD,VBD,0
NOTIFIED,VBN,0
THE,DT,0
SHIP,NN,0
'S,POS,0
INSURER,NN,0
LONDON,NNP,0
STEAMSHIP,NNP,0
THAT,IN,0
A,DT,0
CASE,NN,0
WAS,VBD,0
BEING,VBG,0
FILED,VBN,0
AGAINST,IN,0
THE,DT,0
COMPANY,NN,0
THE,DT,0
SHIP,NN,0
ITS,PRP$,0
OWNER,NN,0
AND,CC,0
ITS,PRP$,0
CAPTAIN,NN,0
.,.,0
THE,DT,0
GOVERNMENT,NN,0
DEMANDED,VBD,0
A,DT,0
DEPOSIT,NN,0
OF,IN,0
$,$,0
60,CD,0
MILLION,CD,0
FROM,IN,0
THE,DT,0
COMPANY,NN,0
AS,IN,0
A,DT,0
GUARANTEE,NN,0
AGAINST,IN,0
POSSIBLE,JJ,0
FUTURE,JJ,0
FINES,NNS,0
OR,CC,0
COMPENSATION,NN,0
CLAIMS,NNS,0
.,.,0
THE,DT,0
MINISTRY,NN,0
SAID,VBD,0
THE,DT,0
GOVERNMENT,NN,0
HAD,VBD,0
ALSO,RB,0
PRESENTED,VBN,0
ITS,PRP$,0
CASE,NN,0
TO,IN,0
THE,DT,0
INTERNATIONAL,NNP,0
OIL,NNP,1
POLLUTION,NNP,0
COMPENSATION,NNP,0
FUND,NNP,0
IN,IN,0
LONDON,NNP,0
.,.,0
THE,DT,0
TANKER,NN,0
'S,POS,0
GREEK,JJ,0
CAPTAIN,NN,0
APOSTOLUS,NNP,0
MAGURAS,NNP,0
WAS,VBD,0
JAILED,VBN,0
IN,IN,0
SPAIN,NNP,0
ON,IN,0
CHARGES,NNS,0
OF,IN,0
DISOBEYING,VBG,0
AUTHORITIES,NNS,0
AND,CC,0
HARMING,VBG,0
THE,DT,0
ENVIRONMENT,NN,0
.,.,0
BAIL,NNP,0
WAS,VBD,0
SET,VBN,0
AT,IN,0
$,$,0
3,CD,0
MILLION,CD,0
.,.,0
EUROPEAN,JJ,0
COUNTRIES,NNS,0
CALLED,VBD,0
FOR,IN,0
TIGHTER,JJR,0
CONTROLS,NNS,0
ON,IN,0
SHIPPING,NN,0
OF,IN,0
HAZARDOUS,JJ,0
CARGO,NN,0
AFTER,IN,0
THE,DT,0
ACCIDENT,NN,0
.,.,0
FRENCH,JJ,0
PRESIDENT,NNP,0
JACQUES,NNP,0
CHIRAC,NNP,0
REFERRED,VBD,0
TO,IN,0
THE,DT,0
PRESTIGE,NNP,0
AS,IN,0
A,DT,0
"""",'',0
WHOSE,WP$,0
FLAG,NN,0
OF,IN,0
CONVENIENCE,NN,0
THE,DT,0
BAHAMAS,NNPS,0
AND,CC,0
REGISTRY,NN,0
LIBERIA,NNP,0
SEEMED,VBD,0
AIMED,VBN,0
AT,IN,0
EVADING,VBG,0
EUROPEAN,NNP,0
UNION,NNP,0
SAFETY,NN,0
NORMS,NNS,0
.,.,0
THE,DT,0
SHIP,NN,0
'S,POS,0
MANAGEMENT,NN,0
COMPANY,NN,0
UNIVERSE,NNP,0
MARITIME,NNP,0
LTD.,NNP,0
IS,VBZ,0
GREEK,NNP,0
.,.,0
IN,IN,0
ITS,PRP$,0
FINAL,JJ,0
MOMENTS,NNS,0
TUESDAY,NNP,0
THE,DT,0
FRONT,JJ,0
AND,CC,0
REAR,JJ,0
TIPS,NNS,0
OF,IN,0
THE,DT,0
PRESTIGE,NNP,0
UPENDED,VBD,0
OMINOUSLY,RB,0
.,.,0
THE,DT,0
BOW,NN,0
WAS,VBD,0
THE,DT,0
LAST,JJ,0
TO,TO,0
SINK,VB,0
SHORTLY,RB,0
AFTER,IN,0
4,CD,0
P.M.,NN,0
NO,DT,0
ONE,NN,0
WAS,VBD,0
INJURED,VBN,0
AS,IN,0
THE,DT,0
CREW,NN,0
HAD,VBD,0
BEEN,VBN,0
EVACUATED,VBN,0
EARLIER,RBR,0
.,.,0
THE,DT,0
PRESTIGE,NNP,0
WAS,VBD,0
LOADED,VBN,0
WITH,IN,0
20.5,CD,0
MILLION,CD,0
GALLONS,NNS,0
OF,IN,0
FUEL,NN,0
OIL,NN,1
FOR,IN,0
ITS,PRP$,0
VOYAGE,NN,0
FROM,IN,0
THE,DT,0
BALTIC,NNP,0
SEA,NNP,0
TO,IN,0
SINGAPORE,NNP,0
.,.,0
PORTUGAL,NNP,0
AND,CC,0
SPAIN,NNP,0
BARRED,VBD,0
THE,DT,0
SHIP,NN,0
FROM,IN,0
THEIR,PRP$,0
PORTS,NNS,0
.,.,0
A,DT,0
UNIVERSE,NNP,0
MARITIME,NNP,0
OFFICIAL,NN,0
HAD,VBD,0
COMPLAINED,VBN,0
THAT,IN,0
THE,DT,0
CRIPPLED,JJ,0
VESSEL,NN,0
WAS,VBD,0
EXPOSED,VBN,0
TO,IN,0
FURTHER,JJ,0
DAMAGE,NN,0
IN,IN,0
STORMS,NNS,0
FAR,RB,0
FROM,IN,0
SHORE,NN,0
.,.,0
THE,DT,0
SHIP,NN,0
HAD,VBD,0
NO,DT,0
HISTORY,NN,0
OF,IN,0
MAJOR,JJ,0
SAFETY,NN,0
PROBLEMS,NNS,0
AND,CC,0
HAD,VBD,0
BEEN,VBN,0
INSPECTED,VBN,0
AS,RB,0
RECENTLY,RB,0
AS,IN,0
LAST,JJ,0
MONTH,NN,0
IN,IN,0
ST.,NNP,0
PETERSBURG,NNP,0
RUSSIA,NNP,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
AMERICAN,NNP,0
BUREAU,NNP,0
OF,IN,0
SHIPPING,NNP,0
A,DT,0
HOUSTON,NNP,0
-,HYPH,0
BASED,VBN,0
FIRM,NN,0
THAT,WDT,0
VALIDATES,VBZ,0
A,DT,0
SHIP,NN,0
'S,POS,0
STRUCTURAL,JJ,0
AND,CC,0
MECHANICAL,JJ,0
FITNESS,NN,0
.,.,0
EUROPEAN,NNP,0
UNION,NNP,0
TRANSPORT,NNP,0
COMMISSIONER,NNP,0
LOYOLA,NNP,0
DE,NNP,0
PALACIO,NNP,0
SENT,VBD,0
A,DT,0
LETTER,NN,0
TO,IN,0
THE,DT,0
15,CD,0
EU,NNP,0
CAPITALS,NNS,0
ON,IN,0
TUESDAY,NNP,0
URGING,VBG,0
THAT,IN,0
NEW,JJ,0
STIFFER,JJR,0
INSPECTION,NN,0
RULES,NNS,0
MEASURES,NNS,0
BE,VB,0
WRITTEN,VBN,0
INTO,IN,0
NATIONAL,JJ,0
LAW,NN,0
AND,CC,0
IMPLEMENTED,VBD,0
AS,RB,0
QUICKLY,RB,0
AS,IN,0
POSSIBLE,JJ,0
.,.,0
UNDER,IN,0
THE,DT,0
NEW,JJ,0
RULES,NNS,0
AUTHORITIES,NNS,0
ARE,VBP,0
REQUIRED,VBN,0
TO,TO,0
CHECK,VB,0
AT,RB,0
LEAST,RBS,0
25,CD,0
PERCENT,NN,0
OF,IN,0
ALL,DT,0
SHIPS,NNS,0
COMING,VBG,0
INTO,IN,0
PORT,NN,0
STARTING,VBG,0
WITH,IN,0
OLDER,JJR,0
SINGLE,JJ,0
-,HYPH,0
HULL,NN,0
VESSELS,NNS,0
.,.,0
SHIPS,NNS,0
REGISTERED,VBN,0
IN,IN,0
COUNTRIES,NNS,0
WITH,IN,0
LAX,JJ,0
SAFETY,NN,0
LABOR,NN,0
OR,CC,0
TAX,NN,0
RULES,NNS,0
ARE,VBP,0
TO,TO,0
BE,VB,0
GIVEN,VBN,0
PRIORITY,NN,0
.,.,0
THE,DT,0
INCIDENT,NN,0
WAS,VBD,0
THE,DT,0
SECOND,JJ,0
TANKER,NN,0
ACCIDENT,NN,0
OFF,IN,0
EUROPE,NNP,0
'S,POS,0
ATLANTIC,NNP,0
COASTS,NNS,0
IN,IN,0
THREE,CD,0
YEARS,NNS,0
.,.,0
IN,IN,0
1999,CD,0
A,DT,0
SPILL,NN,0
OF,IN,0
THE,DT,0
TANKER,NN,0
ERIKA,NNP,0
POLLUTED,VBD,0
250,CD,0
MILES,NNS,0
OF,IN,0
FRENCH,JJ,0
COASTLINE,NN,0
.,.,0
THE,DT,0
SAME,JJ,0
AREA,NN,0
OF,IN,0
SPAIN,NNP,0
SUFFERED,VBD,0
A,DT,0
DISASTROUS,JJ,0
SPILL,NN,0
10,CD,0
YEARS,NNS,0
AGO,RB,0
WHEN,WRB,0
THE,DT,0
GREEK,JJ,0
TANKER,NN,0
AEGEAN,NNP,0
SEA,NNP,0
RAN,VBD,0
AGROUND,RB,0
NEAR,IN,0
A,DT,0
CORUNA,NNP,0
AND,CC,0
LOST,VBD,0
21.5,CD,0
MILLION,CD,0
GALLONS,NNS,0
.,.,0
THAT,DT,0
COASTLINE,NN,0
IS,VBZ,0
KNOWN,VBN,0
AS,IN,0
THE,DT,0
"""",'',0
BECAUSE,IN,0
OF,IN,0
ITS,PRP$,0
JAGGED,JJ,0
GEOGRAPHY,NN,0
AND,CC,0
LIST,NN,0
OF,IN,0
SHIPWRECKS,NNS,0
OVER,IN,0
THE,DT,0
DECADES,NNS,0
.,.,0
CAPTION,NN,0
CLOSE,JJ,0
<,XX,0
I,PRP,0
>,XX,0
ALBANY</I,NNP,0
>,XX,0
AN,DT,0
UNDERGROUND,JJ,0
PLUME,NN,0
OF,IN,0
DANGEROUS,JJ,0
DRY,JJ,0
-,HYPH,0
CLEANING,VBG,0
CHEMICALS,NNS,0
FROM,IN,0
BENEATH,IN,0
A,DT,0
STRIP,NN,0
MALL,NN,0
IS,VBZ,0
NOT,RB,0
THREATENING,VBG,0
THE,DT,0
NEARBY,JJ,0
THE,DT,0
DEC,NNP,0
IS,VBZ,0
PROPOSING,VBG,0
A,DT,0
$,$,0
1.4,CD,0
MILLION,CD,0
PLAN,NN,0
TO,TO,0
CONTROL,VB,0
AND,CC,0
MONITOR,VB,0
UNSAFE,JJ,0
LEVELS,NNS,0
OF,IN,0
A,DT,0
DRY,JJ,0
-,HYPH,0
CLEANING,VBG,0
SOLVENT,NN,0
í,NNS,0
TETRACHLOROETHENE,NN,0
í,NNPS,0
AND,CC,0
BYPRODUCTS,VBZ,0
TRICHLOROETHENE,NNP,0
DICHLOROETHENE,NN,0
AND,CC,0
VINYL,NN,1
CHLORIDE,NN,1
IN,IN,0
GROUNDWATER,NN,0
AND,CC,0
SOIL,NN,0
AT,IN,0
LOUDON,NNP,0
PLAZA,NNP,0
350,CD,0
NORTHERN,NNP,0
BLVD,NNP,0
.,NNP,0
ACCORDING,VBG,0
TO,IN,0
A,DT,0
DEC,NNP,0
NOTICE,NN,0
ISSUED,VBN,0
LAST,JJ,0
WEEK,NN,0
.,.,0
PCE,NNP,0
CAN,MD,0
DAMAGE,VB,0
THE,DT,0
KIDNEY,NN,0
AND,CC,0
LIVER,NN,0
AND,CC,0
MAY,MD,0
CAUSE,VB,0
CANCER,NN,0
AND,CC,0
TCE,NNP,0
IS,VBZ,0
A,DT,0
PROBABLE,JJ,0
CARCINOGEN,NN,0
.,.,0
THE,DT,0
FORMER,JJ,0
LOUDON,NNP,0
DRY,NNP,0
CLEANERS,NNP,0
AND,CC,0
KEM,NNP,0
CLEANERS,NNPS,0
OPERATED,VBD,0
AT,IN,0
THE,DT,0
PROPERTY,NN,0
FROM,IN,0
1954,CD,0
TO,IN,0
1997,CD,0
.,.,0
KEM,NNP,0
CLEANERS,NNPS,0
CONVERTED,VBD,0
TO,IN,0
"""","""",0
SERVICE,NN,0
ONLY,RB,0
IN,IN,0
1997,CD,0
ACCORDING,VBG,0
TO,IN,0
DEC,NNP,0
.,.,0
THE,DT,0
SITE,NN,0
WAS,VBD,0
ADDED,VBN,0
TO,IN,0
THE,DT,0
STATE,NN,0
SUPERFUND,NNP,0
POLLUTION,NN,0
CLEANUP,NN,0
PROGRAM,NN,0
IN,IN,0
2011,CD,0
.,.,0
SEVERAL,JJ,0
YEARS,NNS,0
AGO,RB,0
HIGH,JJ,0
LEVELS,NNS,0
OF,IN,0
PCE,NNP,0
AND,CC,0
TCE,NNP,0
WERE,VBD,0
FOUND,VBN,0
IN,IN,0
THE,DT,0
GROUNDWATER,NN,0
ON,IN,0
THE,DT,0
3.9-ACRE,CD,0
SITE,NN,0
AND,CC,0
WERE,VBD,0
DETECTED,VBN,0
LEAKING,VBG,0
FROM,IN,0
THE,DT,0
SOIL,NN,0
BOTH,CC,0
OUTDOORS,RB,0
AND,CC,0
INDOORS,NNS,0
.,.,0
SKY,NNP,0
FOUR,NNP,0
LLC,NNP,0
OWNER,NN,0
OF,IN,0
THE,DT,0
PROPERTY,NN,0
DISCOVERED,VBD,0
THE,DT,0
POLLUTION,NN,0
WHILE,IN,0
PERFORMING,VBG,0
A,DT,0
SITE,NN,0
ASSESSMENT,NN,0
FOR,IN,0
A,DT,0
PROPERTY,NN,0
TRANSACTION,NN,0
ACCORDING,VBG,0
TO,IN,0
DEC,NNP,0
.,.,0
EXPOSURE,NN,0
TO,IN,0
PCE,NNP,0
LIKELY,JJ,0
INCREASES,VBZ,0
CANCER,NN,0
RISK,NN,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
VAPOR,NNP,0
TESTS,NNS,0
FROM,IN,0
SOIL,NN,0
IN,IN,0
SIX,CD,0
LOCATIONS,NNS,0
AT,IN,0
THE,DT,0
STRIP,NNP,0
MALL,NNP,0
AND,CC,0
TWO,CD,0
OFF,IN,0
-,HYPH,0
SITE,NN,0
PROPERTIES,NNS,0
FOUND,VBD,0
HIGH,JJ,0
LEVELS,NNS,0
OF,IN,0
PCE,NNP,0
AND,CC,0
TCE,NNP,0
.,.,0
DEC,NNP,0
IS,VBZ,0
PROPOSING,VBG,0
TO,TO,0
INSTALL,VB,0
A,DT,0
SYSTEM,NN,0
TO,TO,0
DRAW,VB,0
HAZARDOUS,JJ,0
VAPOR,NN,0
FROM,IN,0
THE,DT,0
SOIL,NN,0
AND,CC,0
IF,IN,0
NECESSARY,JJ,0
INSTALL,VB,0
A,DT,0
DEPRESSURIZATION,NN,0
SYSTEM,NN,0
UNDER,IN,0
THE,DT,0
BUILDING,NN,0
'S,POS,0
FOUNDATION,NN,0
TO,TO,0
"""","""",0
CHEMICALS,NNS,0
WOULD,MD,0
BE,VB,0
INJECTED,VBN,0
INTO,IN,0
THE,DT,0
GROUND,NN,0
BENEATH,IN,0
THE,DT,0
MEMORIAL,NNP,0
HOSPITAL,NNP,0
PARKING,NN,0
LOT,NN,0
TO,TO,0
BREAK,VB,0
DOWN,RP,0
THE,DT,0
POLLUTION,NN,0
PLUME,NN,0
.,.,0
TEST,NN,0
RESULTS,NNS,0
FOR,IN,0
VAPOR,JJ,0
EMISSIONS,NNS,0
AT,IN,0
THE,DT,0
NEARBY,JJ,0
LOUDON,NNP,0
ARMS,NNP,0
APARTMENTS,NNPS,0
OR,CC,0
THE,DT,0
HOSPITAL,NN,0
BUILDINGS,NNS,0
SHOW,VBP,0
THAT,IN,0
"""",'',0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
DEC,NNP,0
PLAN,NN,0
.,.,0
A,DT,0
PUBLIC,JJ,0
HEARING,NN,0
ON,IN,0
THE,DT,0
PROPOSAL,NN,0
WILL,MD,0
BE,VB,0
HELD,VBN,0
AT,IN,0
4,CD,0
P.M.,NN,0
MONDAY,NNP,0
AT,IN,0
THE,DT,0
UNDER,NNP,0
SUPERFUND,NNP,0
THE,DT,0
STATE,NN,0
WILL,MD,0
PAY,VB,0
THE,DT,0
EXPENSES,NNS,0
OF,IN,0
A,DT,0
CLEANUP,NN,0
PROJECT,NN,0
IF,IN,0
THE,DT,0
POLLUTER,NN,0
WILL,MD,0
NOT,RB,0
OR,CC,0
CAN,MD,0
NOT,RB,0
PAY,VB,0
FOR,IN,0
IT,PRP,0
OR,CC,0
CAN,MD,0
NOT,RB,0
BE,VB,0
FOUND,VBN,0
.,.,0
A,DT,0
DEC,NNP,0
SPOKESMAN,NN,0
COULD,MD,0
NOT,RB,0
PROVIDE,VB,0
INFORMATION,NN,0
ON,IN,0
HOW,WRB,0
THE,DT,0
LOUDON,NNP,0
/,SYM,0
KEM,NNP,0
CLEANUP,NN,0
PROJECT,NN,0
WILL,MD,0
BE,VB,0
PAID,VBN,0
FOR,IN,0
.,.,0
THE,DT,0
SITE,NN,0
WOULD,MD,0
BE,VB,0
MONITORED,VBN,0
FOR,IN,0
UP,IN,0
TO,TO,0
30,CD,0
YEARS,NNS,0
.,.,0
DEC,NNP,0
IS,VBZ,0
TAKING,VBG,0
COMMENT,NN,0
ON,IN,0
THE,DT,0
PLAN,NN,0
THROUGH,IN,0
FEB.,NNP,0
28,CD,0
