IT,PRP,0
WAS,VBD,0
A,DT,0
NO,NN,0
-,HYPH,0
BRAINER,NN,0
:,:,0
THERE,EX,0
ARE,VBP,0
MILLIONS,NNS,0
OUT,RB,0
THERE,RB,0
.,.,0
THESE,DT,0
THINGS,NNS,0
ARE,VBP,0
SMOKING,VBG,0
AND,CC,0
DRIPPING,JJ,0
SO,RB,0
LETíS,PRP,0
PUT,VBD,0
THIS,DT,0
THROUGH,RP,0
î,NNP,0
SIMONS,NNP,0
SAID,VBD,0
.,.,0
PCBS,NNS,1
OR,CC,0
POLYCHLORINATED,VBN,1
BIPHENYLS,NN,1
HAVE,VBP,0
BEEN,VBN,0
LINKED,VBN,0
TO,IN,0
INCREASED,VBN,0
LONG,JJ,0
-,HYPH,0
TERM,NN,0
RISKS,NNS,0
OF,IN,0
CANCER,NN,0
IMMUNE,JJ,0
AND,CC,0
REPRODUCTIVE,JJ,0
IMPAIRMENT,NN,0
AND,CC,0
LEARNING,NN,0
PROBLEMS,NNS,0
.,.,0
THEY,PRP,0
WERE,VBD,0
MANUFACTURED,VBN,0
BY,IN,0
MONSANTO,NNP,0
CO.,NNP,0
AND,CC,0
USED,VBD,0
AS,IN,0
COOLANTS,NNS,0
AND,CC,0
LUBRICANTS,NNS,0
IN,IN,0
ELECTRICAL,JJ,0
EQUIPMENT,NN,0
UNTIL,IN,0
THEY,PRP,0
WERE,VBD,0
BANNED,VBN,0
IN,IN,0
1979,CD,0
.,.,0
BY,IN,0
THEN,RB,0
THEY,PRP,0
WERE,VBD,0
IN,IN,0
TRANSFORMERS,NNS,0
AIR,NN,0
CONDITIONERS,NNS,0
ADHESIVES,NNS,0
AND,CC,0
BILLIONS,NNS,0
OF,IN,0
LIGHT,JJ,0
BALLASTS,NNS,0
IN,IN,0
SCHOOLS,NNS,0
HOSPITALS,NNS,0
HOMES,NNS,0
OFFICES,NNS,0
AND,CC,0
COMMERCIAL,JJ,0
AND,CC,0
INDUSTRIAL,JJ,0
BUILDINGS,NNS,0
.,.,0
THEY,PRP,0
ALSO,RB,0
WERE,VBD,0
UBIQUITOUS,JJ,0
IN,IN,0
THE,DT,0
ENVIRONMENT,NN,0
AND,CC,0
BUILDING,NN,0
UP,RP,0
IN,IN,0
HUMAN,JJ,0
BODIES,NNS,0
.,.,0
BUT,CC,0
NOBODY,NN,0
WORRIED,VBD,0
ABOUT,IN,0
SCHOOLS,NNS,0
.,.,0
THEN,RB,0
A,DT,0
2004,CD,0
STUDY,NN,0
BY,IN,0
HARVARD,NNP,0
HEALTH,NN,0
PROFESSOR,NN,0
ROBERT,NNP,0
HERRICK,NNP,0
IDENTIFIED,VBD,0
THE,DT,0
WIDESPREAD,JJ,0
USE,NN,0
OF,IN,0
PCBS,NNS,1
IN,IN,0
CAULK,NN,0
IN,IN,0
SCHOOLS,NNS,0
BUILT,VBN,0
BEFORE,IN,0
1980,CD,0
ESTIMATING,VBG,0
THAT,IN,0
UP,IN,0
TO,TO,0
BUILDINGS,NNS,0
AND,CC,0
14,CD,0
MILLION,CD,0
STUDENTS,NNS,0
COULD,MD,0
BE,VB,0
AFFECTED,VBN,0
.,.,0
THE,DT,0
EPA,NNP,0
LATER,RB,0
FOUND,VBD,0
PCBS,NNS,1
IN,IN,0
CAULK,NN,0
AND,CC,0
OTHER,JJ,0
MATERIALS,NNS,0
COULD,MD,0
GET,VB,0
INTO,IN,0
THE,DT,0
AIR,NN,0
OR,CC,0
DUST,NN,0
AND,CC,0
BE,VB,0
ABSORBED,VBN,0
BY,IN,0
WALLS,NNS,0
AND,CC,0
OTHER,JJ,0
SURFACES,NNS,0
.,.,0
THE,DT,0
AGENCY,NN,0
ALSO,RB,0
DISCOVERED,VBD,0
THAT,IN,0
MANY,JJ,0
OLDER,JJR,0
SCHOOLS,NNS,0
STILL,RB,0
WERE,VBD,0
USING,VBG,0
PCB,NN,0
-,HYPH,0
CONTAINING,VBG,0
FLUORESCENT,NN,0
LIGHT,NN,0
BALLASTS,NNS,0
.,.,0
IN,IN,0
CALIFORNIAíS,JJ,0
WEALTHY,JJ,0
SANTA,NNP,0
MONICA,NNP,0
-,HYPH,0
MALIBU,NNP,0
SCHOOL,NNP,0
DISTRICT,NNP,0
PARENTS,NNS,0
INCLUDING,VBG,0
MODEL,NN,0
CINDY,NNP,0
CRAWFORD,NNP,0
SUED,VBN,0
AFTER,IN,0
TESTS,NNS,0
OF,IN,0
CAULK,NN,0
FOUND,VBD,0
PCB,NNP,0
LEVELS,NNS,0
UP,IN,0
TO,TO,0
TIMES,NNS,0
THE,DT,0
EPAíS,NNS,0
THRESHOLD,NN,0
.,.,0
THE,DT,0
DISTRICT,NN,0
ULTIMATELY,RB,0
AGREED,VBD,0
TO,TO,0
GET,VB,0
RID,VBN,0
OF,IN,0
PCBS,NNS,1
.,.,0
IT,PRP,0
HAS,VBZ,0
TORN,VBN,0
DOWN,RP,0
A,DT,0
MIDDLE,JJ,0
SCHOOL,NN,0
AND,CC,0
CONTINUES,VBZ,0
TO,TO,0
REMOVE,VB,0
THEM,PRP,0
FROM,IN,0
OTHER,JJ,0
BUILDINGS,NNS,0
.,.,0
IN,IN,0
HARTFORD,NNP,0
CONNECTICUT,NNP,0
AN,DT,0
ELEMENTARY,JJ,0
SCHOOL,NN,0
IN,IN,0
A,DT,0
LOW,JJ,0
-,HYPH,0
INCOME,NN,0
AFRICAN,JJ,0
AMERICAN,JJ,0
NEIGHBORHOOD,NN,0
WAS,VBD,0
CLOSED,VBN,0
BECAUSE,IN,0
THE,DT,0
CITY,NN,0
COULD,MD,0
NOT,RB,0
AFFORD,VB,0
TO,TO,0
REMOVE,VB,0
PCBS,NNS,1
.,.,0
THE,DT,0
CITY,NN,0
HAS,VBZ,0
SUED,VBN,0
MONSANTO,NNP,0
AND,CC,0
A,DT,0
COMPANY,NN,0
THAT,WDT,0
MADE,VBD,0
CAULK,NN,0
TO,TO,0
RECOVER,VB,0
THE,DT,0
COSTS,NNS,0
.,.,0
ìIT,NNP,0
WAS,VBD,0
THE,DT,0
CROWN,NN,0
JEWEL,NN,0
OF,IN,0
THE,DT,0
NEIGHBORHOOD,NN,0
î,NNP,0
FORMER,JJ,0
CITY,NN,0
COUNCIL,NN,0
MEMBER,NN,0
STEVEN,NNP,0
HARRIS,NNP,0
SAID,VBD,0
OF,IN,0
J.C.,NNP,0
CLARK,NNP,0
ELEMENTARY,NNP,0
.,.,0
ìOUR,NNP,0
SCHOOL,NN,0
BOARD,NN,0
IS,VBZ,0
DOING,VBG,0
THE,DT,0
BEST,JJS,0
THEY,PRP,0
CAN,MD,0
.,.,0
THE,DT,0
REALITY,NN,0
IS,VBZ,0
WE,PRP,0
DONíT,PRP,0
HAVE,VBP,0
A,DT,0
LOT,NN,0
OF,IN,0
MONEY,NN,0
.,.,0
î,NNP,0
MONSANTO,NNP,0
NOW,RB,0
OWNED,VBN,0
BY,IN,0
BAYER,NNP,0
CROP,NNP,0
SCIENCES,NNPS,0
HAS,VBZ,0
DENIED,VBN,0
RESPONSIBILITY,NN,0
IN,IN,0
LAWSUITS,NNS,0
INVOLVING,VBG,0
SEVERAL,JJ,0
SCHOOL,NN,0
DISTRICTS,NNS,0
.,.,0
THE,DT,0
COMPANY,NN,0
SAID,VBD,0
THERE,EX,0
IS,VBZ,0
NO,DT,0
PROOF,JJ,0
PCBS,NNS,1
CAUSE,VBP,0
SIGNIFICANT,JJ,0
HEALTH,NN,0
PROBLEMS,NNS,0
ESPECIALLY,RB,0
AT,IN,0
LEVELS,NNS,0
FOUND,VBN,0
IN,IN,0
BUILDINGS,NNS,0
.,.,0
EXPERTS,NNS,0
SAY,VBP,0
PROVING,VBG,0
PCBS,NNS,1
CAUSED,VBD,0
SPECIFIC,JJ,0
ILLNESSES,NNS,0
IS,VBZ,0
DAUNTING,JJ,0
AND,CC,0
COULD,MD,0
BE,VB,0
IMPOSSIBLE,JJ,0
BECAUSE,IN,0
PROBLEMS,NNS,0
CAN,MD,0
TAKE,VB,0
YEARS,NNS,0
TO,TO,0
DEVELOP,VB,0
AND,CC,0
NOT,RB,0
EVERYONE,NN,0
WHOíS,NNP,0
EXPOSED,VBN,0
WILL,MD,0
GET,VB,0
SICK,JJ,0
.,.,0
BUT,CC,0
PARENTS,NNS,0
AND,CC,0
TEACHERS,NNS,0
WHO,WP,0
SAY,VBP,0
THEY,PRP,0
WERE,VBD,0
EXPOSED,VBN,0
TO,IN,0
PCBS,NNS,1
AT,IN,0
A,DT,0
PUBLIC,JJ,0
ALTERNATIVE,JJ,0
SCHOOL,NN,0
IN,IN,0
MONROE,NNP,0
WASHINGTON,NNP,0
ARE,VBP,0
TRYING,VBG,0
TO,TO,0
DO,VB,0
JUST,RB,0
THAT,DT,0
.,.,0
THEY,PRP,0
BELIEVE,VBP,0
THAT,IN,0
DRIPPING,VBG,0
AND,CC,0
SMOKING,VBG,0
LIGHT,JJ,0
BALLASTS,NNS,0
MADE,VBD,0
THEM,PRP,0
SICK,JJ,0
AND,CC,0
THEY,PRP,0
HAVE,VBP,0
FILED,VBN,0
THEIR,PRP$,0
OWN,JJ,0
LAWSUIT,NN,0
.,.,0
EITHER,DT,0
WAY,NN,0
ITíS,NNP,0
CRUCIAL,JJ,0
TO,TO,0
REDUCE,VB,0
THE,DT,0
CHEMICALS,NNS,0
IN,IN,0
SCHOOLS,NNS,0
BECAUSE,IN,0
CHILDREN,NNS,0
ARE,VBP,0
MORE,RBR,0
VULNERABLE,JJ,0
AND,CC,0
CONTINUED,JJ,0
EXPOSURE,NN,0
BEGINS,VBZ,0
TO,TO,0
ìCHISEL,VB,0
AWAY,RB,0
AT,IN,0
THE,DT,0
MARGIN,NN,0
OF,IN,0
SAFETYî,NNP,0
AND,CC,0
COULD,MD,0
INCREASE,VB,0
THE,DT,0
ODDS,NNS,0
OF,IN,0
LONG,JJ,0
-,HYPH,0
TERM,NN,0
HEALTH,NN,0
PROBLEMS,NNS,0
SAID,VBD,0
MARK,NNP,0
MADDALONI,NNP,0
A,DT,0
FORMER,JJ,0
EPA,NNP,0
TOXICOLOGIST,NN,0
.,.,0
FORMER,JJ,0
OFFICIALS,NNS,0
SAID,VBD,0
THE,DT,0
EPA,NNP,0
WAS,VBD,0
HAMSTRUNG,VBN,0
BY,IN,0
A,DT,0
POLITICALLY,RB,0
FRAUGHT,JJ,0
PROBLEM,NN,0
THAT,WDT,0
COULD,MD,0
COST,VB,0
BILLIONS,NNS,0
OF,IN,0
DOLLARS,NNS,0
.,.,0
WHATíS,NNP,0
MORE,JJR,0
MANY,JJ,0
SCHOOLS,NNS,0
ALSO,RB,0
HAD,VBD,0
OTHER,JJ,0
HIGH,JJ,0
-,HYPH,0
PRIORITY,NN,0
POLLUTANTS,NNS,0
SUCH,JJ,0
AS,IN,0
LEAD,NN,1
ASBESTOS,NN,0
AND,CC,0
MOLD,NN,0
.,.,0
SO,RB,0
INSTEAD,RB,0
OF,IN,0
REQUIRING,VBG,0
í,NNS,0
OR,CC,0
ENCOURAGING,JJ,0
í,NNS,0
SCHOOLS,NNS,0
TO,TO,0
TEST,VB,0
FOR,IN,0
PCBS,NNS,1
THE,DT,0
EPA,NNP,0
RECOMMENDED,VBD,0
THOROUGH,JJ,0
CLEANING,NN,0
AND,CC,0
VENTILATION,NN,0
AND,CC,0
SAID,VBD,0
DISTRICTS,NNS,0
COULD,MD,0
COVER,VB,0
MATERIALS,NNS,0
THAT,WDT,0
MIGHT,MD,0
CONTAIN,VB,0
PCBS,NNS,1
UNTIL,IN,0
BUILDINGS,NNS,0
WERE,VBD,0
RENOVATED,VBN,0
OR,CC,0
RAZED,VBN,0
.,.,0
THAT,DT,0
GUIDANCE,NN,0
OUTLINED,VBD,0
IMPORTANT,JJ,0
STEPS,NNS,0
SCHOOLS,NNS,0
COULD,MD,0
TAKE,VB,0
TO,TO,0
REDUCE,VB,0
EXPOSURE,NN,0
REGARDLESS,RB,0
OF,IN,0
THEIR,PRP$,0
FINANCES,NNS,0
SAID,VBD,0
TOM,NNP,0
HUETTEMAN,NNP,0
FORMER,JJ,0
ASSISTANT,JJ,0
DIRECTOR,NN,0
OF,IN,0
THE,DT,0
PCB,NNP,0
PROGRAM,NN,0
AT,IN,0
SAN,NNP,0
FRANCISCO,NNP,0
-,HYPH,0
BASED,VBN,0
EPA,NNP,0
REGION,NNP,0
9,CD,0
.,.,0
ìIT,NNP,0
WOULD,MD,0
BE,VB,0
GREAT,JJ,0
IF,IN,0
THERE,EX,0
WAS,VBD,0
ZERO,CD,0
EXPOSURE,NN,0
IN,IN,0
SCHOOLS,NNS,0
BUT,CC,0
THATíS,IN,0
NOT,RB,0
THE,DT,0
WORLD,NN,0
WE,PRP,0
LIVE,VBP,0
IN,IN,0
î,NNP,0
HUETTEMAN,NNP,0
SAID,VBD,0
.,.,0
<,XX,0
I,PRP,0
>,.,0
STILLWATER</I,NNP,0
>,XX,0
MONDAY,NNP,0
'S,POS,0
RAW,JJ,0
SEWAGE,NN,1
SPILL,NN,0
AT,IN,0
SARATOGA,NNP,0
LAKE,NNP,0
HAS,VBZ,0
PROMPTED,VBN,0
THE,DT,0
COUNTY,NN,0
SEWER,NN,0
DISTRICT,NN,0
TO,TO,0
CONSIDER,VB,0
OPTIONS,NNS,0
TO,TO,0
AVOID,VB,0
FUTURE,JJ,0
PROBLEMS,NNS,0
.,.,0
SARATOGA,NNP,0
COUNTY,NNP,0
SEWER,NNP,0
DISTRICT,NNP,0
EXECUTIVE,NNP,0
DIRECTOR,NNP,0
"""","""",0
SAID,VBD,0
ROURKE,NNP,0
OF,IN,0
THE,DT,0
SPILL,NN,0
THAT,WDT,0
TOOK,VBD,0
PLACE,NN,0
ON,IN,0
ROUTE,NNP,0
9P,NN,0
IN,IN,0
STILLWATER,NNP,0
.,.,0
",``,O
,THE,DT,O
,DRAIN,NN,O
,OPTION,NN,O
,WILL,MD,O
,KEEP,VB,O
,THE,DT,O
,SEWAGE,NN,1
,CIRCULATING,VBG,O
,UNTIL,IN,O
,ONE,CD,O
,OF,IN,O
,US,PRP,O
,COMES,VBZ,O
,OUT,RB,O
,THERE,RB,O
,TO,TO,O
,CHECK,VB,O
,ON,IN,O
,THE,DT,O
,PUMP,NN,O
,STATION,NN,O
,.,.,O
,",'',0
ROURKE,NNP,0
SAID,VBD,0
HIS,PRP$,0
CREW,NN,0
MAINTAINS,VBZ,0
96,CD,0
PUMP,NN,0
STATIONS,NNS,0
AND,CC,0
EACH,DT,0
ONE,NN,0
IS,VBZ,0
CHECKED,VBN,0
EVERY,DT,0
COUPLE,NN,0
OF,IN,0
DAYS,NNS,0
.,.,0
MONDAY,NNP,0
'S,POS,0
SPILL,NN,0
WAS,VBD,0
DISCOVERED,VBN,0
BY,IN,0
A,DT,0
RESIDENT,NN,0
WHO,WP,0
CALLED,VBD,0
THE,DT,0
DISTRICT,NN,0
OFFICE,NN,0
IN,IN,0
MECHANICVILLE,NNP,0
WHERE,WRB,0
CREWS,NNS,0
ARE,VBP,0
AVAILABLE,JJ,0
24,CD,0
HOURS,NNS,0
A,DT,0
DAY,NN,0
.,.,0
",``,O
,WE,PRP,O
,RELY,VBP,O
,ON,IN,O
,RESIDENTS,NNS,O
,TO,TO,O
,CALL,VB,O
,IF,IN,O
,THEY,PRP,O
,SEE,VBP,O
,SOMETHING,NN,O
Sentence: 4126,",'',0
SAID,VBD,0
ROURKE,NNP,0
.,.,0
",``,O
,IF,IN,O
,YOU,PRP,O
,CALL,VBP,O
,US,PRP,O
Sentence: 4128,WE,PRP,O
,WILL,MD,O
,DISPATCH,VB,O
,SOMEONE,NN,O
,.,.,O
Sentence: 4129,IF,IN,O
,YOU,PRP,O
,SEE,VBP,O
,SOMETHING,NN,O
Sentence: 4130,SAY,VB,O
,SOMETHING,NN,O
,.,.,O
Sentence: 4131,",'',0
THE,DT,0
JULY,NNP,0
4TH,NN,0
SPILL,NN,0
WHICH,WDT,0
POURED,VBD,0
AN,DT,0
ESTIMATED,VBN,0
GALLONS,NNS,0
OF,IN,0
RAW,JJ,0
SEWAGE,NN,1
INTO,IN,0
THE,DT,0
POPULAR,JJ,0
LAKE,NN,0
WAS,VBD,0
REPORTED,VBN,0
AT,IN,0
10,CD,0
A.M.,NN,0
AND,CC,0
CONTAINED,VBN,0
BY,IN,0
1,CD,0
P.M.,NN,0
THE,DT,0
CREW,NN,0
VACUUMED,VBD,0
WHAT,WP,0
IT,PRP,0
COULD,MD,0
OFF,IN,0
THE,DT,0
GROUND,NN,0
AND,CC,0
TRANSPORTED,VBD,0
IT,PRP,0
TO,IN,0
THE,DT,0
MECHANICVILLE,NNP,0
PLANT,NN,0
FOR,IN,0
TREATMENT,NN,0
.,.,0
LIME,NNP,0
WAS,VBD,0
DISTRIBUTED,VBN,0
IN,IN,0
A,DT,0
DRAIN,JJ,0
CULVERT,NN,0
TO,TO,0
KILL,VB,0
BACTERIA,NNS,0
.,.,0
THE,DT,0
NEXT,JJ,0
DAY,NN,0
A,DT,0
NEW,JJ,0
CHECK,NN,0
VALVE,NN,0
REPLACED,VBD,0
THE,DT,0
FAULTY,JJ,0
ONE,NN,0
.,.,0
THE,DT,0
STATE,NN,0
WHILE,IN,0
IT,PRP,0
FOUND,VBD,0
",``,O
,NO,DT,O
,SIGNIFICANT,JJ,O
,IMPACTS,NNS,O
Sentence: 4141,",'',0
DEC,NNP,0
SPOKESMAN,NN,0
<,XX,0
I><A,NNP,0
"HREF=""MAILTO",FW,0
:,:,0
"WLIBERATORE@TIMESUNION.COM"">WLIBERATORE@TIMESUNION.COM</A></I",ADD,0
>,XX,0
CAPTION,NN,0
CLOSE,NNP,0
AN,DT,0
OVERTURNED,VBN,0
TRACTOR,NN,0
-,HYPH,0
TRAILER,NN,0
IN,IN,0
VACAVILLE,NNP,0
MONDAY,NNP,0
SENT,VBD,0
SOME,DT,0
GALLONS,NNS,0
OF,IN,0
ORGANIC,JJ,0
SUNFLOWER,JJR,0
OIL,NN,1
CASCADING,VBG,0
OUT,IN,0
OF,IN,0
ITS,PRP$,0
BUSTED,JJ,0
CASING,NN,0
AND,CC,0
OOZING,VBG,0
DOWN,RP,0
A,DT,0
NEARBY,JJ,0
STORM,NN,0
DRAIN,VB,0
.,.,0
THE,DT,0
CRASH,NN,0
WHICH,WDT,0
INVOLVED,VBD,0
NO,DT,0
OTHER,JJ,0
VEHICLES,NNS,0
WAS,VBD,0
REPORTED,VBN,0
BY,IN,0
A,DT,0
PASSING,VBG,0
MOTORIST,NN,0
AROUND,IN,0
11:08,CD,0
A.M.,NN,0
AT,IN,0
THE,DT,0
DAVIS,NNP,0
STREET,NNP,0
OFF,IN,0
-,HYPH,0
RAMP,NN,0
TO,IN,0
INTERSTATE,NNP,0
80,CD,0
IN,IN,0
VACAVILLE,NNP,0
FIRE,NN,0
OFFICIALS,NNS,0
SAID,VBD,0
.,.,0
THE,DT,0
DRIVER,NN,0
OF,IN,0
THE,DT,0
BIG,JJ,0
RIG,NN,0
WAS,VBD,0
TRANSPORTED,VBN,0
TO,IN,0
A,DT,0
NEARBY,JJ,0
TRAUMA,NN,0
CENTER,NN,0
WITH,IN,0
SERIOUS,JJ,0
BUT,CC,0
NON,JJ,0
-,JJ,0
LIFE,JJ,0
THREATENING,NN,0
INJURIES,NNS,0
SAID,VBD,0
BATTALION,NNP,0
CHIEF,NNP,0
IT,PRP,0
WAS,VBD,0
NOT,RB,0
IMMEDIATELY,RB,0
CLEAR,JJ,0
WHAT,WP,0
CAUSED,VBD,0
THE,DT,0
CRASH,NN,0
BUT,CC,0
IT,PRP,0
MAY,MD,0
HAVE,VB,0
BEEN,VBN,0
RELATED,VBN,0
TO,IN,0
AN,DT,0
UNDERLYING,JJ,0
MEDICAL,JJ,0
CONDITION,NN,0
OF,IN,0
THE,DT,0
DRIVER,NN,0
MAHLBERG,NNP,0
SAID,VBD,0
.,.,0
HE,PRP,0
DID,VBD,0
NOT,RB,0
KNOW,VB,0
WHETHER,IN,0
ALCOHOL,NN,0
OR,CC,0
DRUGS,NNS,0
WERE,VBD,0
INVOLVED,VBN,0
.,.,0
THE,DT,0
DRIVER,NN,0
APPEARED,VBD,0
ìA,RB,0
LITTLE,RB,0
DAZED,JJ,0
AND,CC,0
CONFUSEDî,NNP,0
AS,IN,0
PASSING,VBG,0
MOTORISTS,NNS,0
HELPED,VBD,0
HIM,PRP,0
OUT,IN,0
OF,IN,0
THE,DT,0
OVERTURNED,VBN,0
TRUCK,NN,0
MAHLBERG,NNP,0
SAID,VBD,0
.,.,0
A,DT,0
HAZARDOUS,JJ,0
MATERIALS,NNS,0
TEAM,NN,0
WAS,VBD,0
INITIALLY,RB,0
DISPATCHED,VBN,0
TO,IN,0
THE,DT,0
CRASH,NN,0
SITE,NN,0
BEFORE,IN,0
EMERGENCY,NN,0
RESPONDERS,NNS,0
REALIZED,VBD,0
THAT,IN,0
THEY,PRP,0
WERE,VBD,0
DEALING,VBG,0
WITH,IN,0
ORGANIC,JJ,0
SUNFLOWER,JJR,0
OIL,NN,1
MAHLBERG,NNP,0
SAID,VBD,0
.,.,0
THE,DT,0
TRUCKING,NN,0
COMPANY,NN,0
THE,DT,0
NAME,NN,0
OF,IN,0
WHICH,WDT,0
WAS,VBD,0
NOT,RB,0
IMMEDIATELY,RB,0
IDENTIFIED,VBN,0
HAD,VBD,0
DISPATCHED,VBN,0
A,DT,0
PRIVATE,JJ,0
CLEANUP,NN,0
COMPANY,NN,0
FROM,IN,0
SANTA,NNP,0
ROSA,NNP,0
TO,TO,0
MOP,VB,0
UP,RP,0
THE,DT,0
STICKY,JJ,0
MESS,NN,0
.,.,0
THE,DT,0
GALLONS,NNS,0
OF,IN,0
OIL,NN,1
BURST,VBN,0
FROM,IN,0
A,DT,0
MASSIVE,JJ,0
PLASTIC,JJ,0
CONTAINER,NN,0
INSIDE,IN,0
THE,DT,0
TRUCKíS,JJ,0
TRAILER,NN,0
.,.,0
THOUGH,IN,0
IT,PRP,0
WAS,VBD,0
REINFORCED,VBN,0
WITH,IN,0
METAL,NN,0
RIBBING,NN,0
THE,DT,0
FORCE,NN,0
OF,IN,0
THE,DT,0
CRASH,NN,0
CAUSED,VBD,0
THE,DT,0
CONTAINER,NN,0
TO,IN,0
RUPTURE,NN,0
.,.,0
CONCERNED,JJ,0
ABOUT,IN,0
THE,DT,0
VISCOUS,JJ,0
OIL,NN,1
ENTERING,VBG,0
THE,DT,0
STORM,NN,0
DRAIN,NN,0
SYSTEM,NN,0
MAHLBERG,NNP,0
SAID,VBD,0
PUBLIC,JJ,0
WORKS,NNS,0
CREWS,NNS,0
WERE,VBD,0
ABLE,JJ,0
TO,TO,0
BRING,VB,0
IN,RP,0
TONS,NNS,0
OF,IN,0
SAND,NN,0
IN,IN,0
DUMP,JJ,0
TRUCKS,NNS,0
THAT,WDT,0
PREVENTED,VBD,0
THE,DT,0
OIL,NN,1
FROM,IN,0
SPREADING,VBG,0
INTO,IN,0
THE,DT,0
RUN,VB,0
-,HYPH,0
OFF,RP,0
SYSTEM,NN,0
.,.,0
NO,DT,0
OTHER,JJ,0
CARS,NNS,0
WERE,VBD,0
INVOLVED,VBN,0
IN,IN,0
THE,DT,0
CRASH,NN,0
AND,CC,0
NO,DT,0
ONE,NN,0
ELSE,RB,0
WAS,VBD,0
INJURED,VBN,0
MAHLBERG,NNP,0
SAID,VBD,0
.,.,0
A,DT,0
NUMBER,NN,0
OF,IN,0
ADDITIONAL,JJ,0
AGENCIES,NNS,0
INCLUDING,VBG,0
THE,DT,0
TH,NNP,0
OFF,IN,0
-,HYPH,0
RAMP,NN,0
TO,IN,0
INTERSTATE,NNP,0
80,CD,0
AND,CC,0
DAVIS,NNP,0
STREET,NNP,0
AROUND,IN,0
THE,DT,0
SCENE,NN,0
OF,IN,0
THE,DT,0
CRASH,NN,0
WERE,VBD,0
CLOSED,JJ,0
AND,CC,0
EXPECTED,VBN,0
TO,TO,0
REOPEN,VB,0
LATER,RB,0
MONDAY,NNP,0
.,.,0
<,XX,0
EM,PRP,0
>,XX,0
<,XX,0
/EM,ADD,0
>,XX,0
<,XX,0
EM><A,NNP,0
"HREF=""/SEARCH/?ACTION",NNP,0
=,SYM,0
SEARCH&AMP;CHANNEL=,ADD,0
BAYAREA&AMP;INLINELINK=1&AMP;SEARCHINDEX=,NNP,0
"SOLR&AMP;QUERY=%22MICHAEL+BODLEY%22"">MICHAEL",NNP,0
BODLEY</A,NNP,0
>,XX,0
IS,VBZ,0
A,DT,0
<,XX,0
A,DT,0
"HREF=""/SEARCH/?ACTION=",NNP,0
SEARCH&AMP;CHANNEL,NN,0
=,SYM,0
BAYAREA&AMP;INLINELINK=1&AMP;SEARCHINDEX,NN,0
=,ADD,0
"SOLR&AMP;QUERY=%22SAN+FRANCISCO+CHRONICLE%22"">SAN",NNP,0
FRANCISCO,NNP,0
CHRONICLE</A,NNP,0
>,NNP,0
STAFF,NN,0
WRITER,NN,0
.,.,0
EMAIL,NN,0
:,:,0
<,XX,0
A,DT,0
"HREF=""MAILTO:MBODLEY@SFCHRONICLE.COM",ADD,0
",``,O
,TITLE=MBODLEY@SFCHRONICLE.COM"">MBODLEY@SFCHRONICLE.COM</A",NNP,0
>,XX,0
.,.,0
TWITTER,NNP,0
:,:,0
<,XX,0
A,DT,0
"HREF=""HTTP://TWITTER.COM",ADD,0
/,SYM,0
MICHAEL_BODLEY,NN,0
",``,O
,TITLE=@MICHAEL_BODLEY"">@MICHAEL_BODLEY</A></EM",NNP,0
>,XX,0
<,XX,0
EM,PRP,0
>,XX,0
<,XX,0
/EM,XX,0
>,XX,0
CAPTION,NN,0
CLOSE,JJ,0
SEYMOUR,NN,0
-,HYPH,0
A,DT,0
CREW,NN,0
FROM,IN,0
THE,DT,0
STATE,NN,0
ON,IN,0
MONDAY,NNP,0
NIGHT,NN,0
THE,DT,0
SEYMOUR,NN,0
THE,DT,0
OIL,NN,1
IS,VBZ,0
BELIEVED,VBN,0
TO,TO,0
BE,VB,0
IN,IN,0
A,DT,0
STRETCH,NN,0
OF,IN,0
THE,DT,0
RIVER,NN,0
FROM,IN,0
BEACON,NNP,0
FALLS,NNP,0
TO,TO,0
DOWNTOWN,NN,0
SEYMOUR,NN,0
.,.,0
FIRE,NNP,0
DEPARTMENT,NNP,0
CHIEF,NNP,0
A,DT,0
DEEP,NNP,0
CREW,NN,0
IS,VBZ,0
EXPECTED,VBN,0
TO,TO,0
INSPECT,VB,0
THE,DT,0
RIVER,NN,0
ON,IN,0
TUESDAY,NNP,0
.,.,0
IN,IN,0
RECENT,JJ,0
DECADES,NNS,0
THE,DT,0
NAUGATUCK,NNP,0
RIVER,NNP,0
HAS,VBZ,0
MADE,VBN,0
A,DT,0
DRAMATIC,JJ,0
COMBACK,NN,0
YEARS,NNS,0
OF,IN,0
POLLUTION,NN,0
.,.,0
FACTORIES,NNS,0
IN,IN,0
WATERBURY,NNP,0
NAUGATUCK,NNP,0
AND,CC,0
SEYMOUR,NNP,0
DUMPED,VBD,0
UNTREATED,JJ,0
INDUSTRIAL,JJ,0
IN,IN,0
THE,DT,0
RIVER,NN,0
FOR,IN,0
GENERATIONS,NNS,0
.,.,0
ONE,CD,0
OF,IN,0
THE,DT,0
MORE,RBR,0
INFAMOUS,JJ,0
FACTORIES,NNS,0
WAS,VBD,0
THE,DT,0
OFTEN,NNP,0
THE,DT,0
NAUGATUCK,NNP,0
RIVER,NNP,0
WAS,VBD,0
TINGED,VBN,0
BY,IN,0
THE,DT,0
COLOR,NN,0
OF,IN,0
DYE,NN,0
USED,VBN,0
FOR,IN,0
THE,DT,0
SNEAKERS,NNS,0
.,.,0
THE,DT,0
NAUGATUCK,NNP,0
RIVER,NNP,0
BEGINS,VBZ,0
