Sentence #,Word,Tag
Sentence 9,The,O
NaN,EPA,O
NaN,released,O
NaN,regulations,O
NaN,in,O
NaN,2015,O
NaN,that,O
NaN,treat,O
NaN,coal,O
NaN,ash,O
NaN,more,O
NaN,like,O
NaN,household,O
NaN,garbage,O
NaN,than,O
NaN,a,O
NaN,hazardous,O
NaN,material,O
NaN,.,O
Sentence 10,TVA,O
NaN,has,O
NaN,said,O
NaN,it,O
NaN,is,O
NaN,dewatering,O
NaN,its,O
NaN,coal,O
NaN,ash,O
NaN,dumps,O
NaN,to,O
NaN,help,O
NaN,prevent,O
NaN,leaching,O
NaN,but,O
NaN,the,O
NaN,utility,O
NaN,has,O
NaN,resisted,O
NaN,calls,O
NaN,to,O
NaN,remove,O
NaN,all,O
NaN,ash,O
NaN,to,O
NaN,lined,O
NaN,landfills,O
NaN,.,O
Sentence 1,SARAJEVO,O
NaN,Bosnia,O
NaN,-,O
NaN,Herzegovina,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,Environmental,O
NaN,groups,O
NaN,called,O
NaN,on,O
NaN,Tuesday,O
NaN,for,O
NaN,urgent,O
NaN,measures,O
NaN,to,O
NaN,combat,O
NaN,air,O
NaN,pollution,O
NaN,in,O
NaN,the,O
NaN,central,O
NaN,Bosnian,O
NaN,city,O
NaN,of,O
NaN,Tuzla,O
NaN,saying,O
NaN,dust,O
NaN,concentration,O
NaN,far,O
NaN,exceeds,O
NaN,legal,O
NaN,limits,O
NaN,and,O
NaN,causes,O
NaN,premature,O
NaN,deaths,O
NaN,.,O
Sentence 3,There,O
NaN,has,O
NaN,been,O
NaN,no,O
NaN,immediate,O
NaN,official,O
NaN,reaction,O
NaN,.,O
Sentence 4,The,O
NaN,report,O
NaN,says,O
NaN,dust,O
NaN,pollution,O
NaN,in,O
NaN,Tuzla,O
NaN,has,O
NaN,been,O
NaN,twice,O
NaN,the,O
NaN,legal,O
NaN,limit,O
NaN,on,O
NaN,two,O
NaN,thirds,O
NaN,of,O
NaN,monitored,O
NaN,days,O
NaN,in,O
NaN,2018,O
NaN,causing,O
NaN,more,O
NaN,than,O
NaN,100,O
NaN,premature,O
NaN,deaths,O
NaN,.,O
Sentence 5,"""",O
NaN,People,O
NaN,in,O
NaN,Tuzla,O
NaN,have,O
NaN,already,O
NaN,been,O
NaN,protesting,O
NaN,against,O
NaN,air,O
NaN,pollution,O
NaN,feeling,O
NaN,that,O
NaN,their,O
NaN,city,O
NaN,is,O
NaN,one,O
NaN,of,O
NaN,the,O
NaN,most,O
NaN,polluted,O
NaN,in,O
NaN,the,O
NaN,world,O
NaN,"""",O
NaN,said,O
NaN,Denis,O
NaN,Zisko,O
NaN,from,O
NaN,the,O
NaN,Center,O
NaN,for,O
NaN,Energy,O
NaN,and,O
NaN,Ecology,O
NaN,.,O
Sentence 6,"""",O
NaN,The,O
NaN,data,O
NaN,we,O
NaN,publish,O
NaN,today,O
NaN,shows,O
NaN,just,O
NaN,how,O
NaN,serious,O
NaN,the,O
NaN,problem,O
NaN,is,O
NaN,and,O
NaN,how,O
NaN,authorities,O
NaN,in,O
NaN,Bosnia,O
NaN,and,O
NaN,Herzegovina,O
NaN,who,O
NaN,are,O
NaN,failing,O
NaN,to,O
NaN,even,O
NaN,do,O
NaN,proper,O
NaN,monitoring,O
NaN,of,O
NaN,smog,B-chem
NaN,levels,O
NaN,are,O
NaN,directly,O
NaN,responsible,O
NaN,for,O
NaN,hundreds,O
NaN,of,O
NaN,deaths,O
NaN,and,O
NaN,thousands,O
NaN,of,O
NaN,cases,O
NaN,of,O
NaN,illness,O
NaN,.,O
NaN,"""",O
Sentence 7,The,O
NaN,report,O
NaN,urged,O
NaN,the,O
NaN,authorities,O
NaN,to,O
NaN,introduce,O
NaN,short-,O
NaN,and,O
NaN,long,O
NaN,-,O
NaN,term,O
NaN,measures,O
NaN,to,O
NaN,reduce,O
NaN,coal,B-chem
NaN,pollution,O
NaN,and,O
NaN,upgrade,O
NaN,the,O
NaN,air,O
NaN,monitoring,O
NaN,network,O
NaN,to,O
NaN,identify,O
NaN,the,O
NaN,TRUE,O
NaN,magnitude,O
NaN,of,O
NaN,the,O
NaN,impact,O
NaN,on,O
NaN,health,O
NaN,.,O
Sentence 1,COPENHAGEN,O
NaN,Denmark,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,A,O
NaN,small,O
NaN,radiation,B-chem
NaN,leak,O
NaN,from,O
NaN,a,O
NaN,Soviet,O
NaN,nuclear,O
NaN,submarine,O
NaN,that,O
NaN,sank,O
NaN,30,O
NaN,years,O
NaN,ago,O
NaN,has,O
NaN,been,O
NaN,found,O
NaN,Norwegian,O
NaN,researchers,O
NaN,said,O
NaN,Thursday,O
NaN,but,O
NaN,it,O
NaN,poses,O
NaN,no,O
NaN,risk,O
NaN,to,O
NaN,people,O
NaN,or,O
NaN,fish,O
NaN,.,O
Sentence 3,The,O
NaN,institute,O
NaN,said,O
NaN,that,O
NaN,findings,O
NaN,were,O
NaN,around,O
NaN,100,O
NaN,Becquerel,O
NaN,(,O
NaN,Bq,O
NaN,),O
NaN,per,O
NaN,liter,O
NaN,as,O
NaN,opposed,O
NaN,to,O
NaN,around,O
NaN,0.001,O
Sentence 4,Bq,O
NaN,per,O
NaN,liter,O
NaN,elsewhere,O
NaN,in,O
NaN,the,O
NaN,Norwegian,O
NaN,Sea,O
NaN,.,O
Sentence 5,Several,O
NaN,samples,O
NaN,taken,O
NaN,in,O
NaN,and,O
NaN,around,O
NaN,a,O
NaN,ventilation,O
NaN,duct,O
NaN,on,O
NaN,the,O
NaN,wreck,O
NaN,of,O
NaN,the,O
NaN,submarine,O
NaN,contained,O
NaN,far,O
NaN,higher,O
NaN,levels,O
NaN,of,O
NaN,radioactive,B-chem
NaN,cesium,I-chem
NaN,than,O
NaN,you,O
NaN,would,O
NaN,normally,O
NaN,find,O
NaN,in,O
NaN,the,O
NaN,Norwegian,O
NaN,Sea,O
NaN,the,O
NaN,institute,O
NaN,said,O
NaN,in,O
NaN,a,O
NaN,statement,O
NaN,.,O
Sentence 6,However,O
NaN,other,O
NaN,samples,O
NaN,from,O
NaN,the,O
NaN,same,O
NaN,duct,O
NaN,did,O
NaN,n’t,O
NaN,contain,O
NaN,elevated,O
NaN,values,O
NaN,.,O
Sentence 1,PARIS,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,Environmental,O
NaN,groups,O
NaN,and,O
NaN,one,O
NaN,of,O
NaN,France,O
NaN,’s,O
NaN,largest,O
NaN,labor,O
NaN,unions,O
NaN,called,O
NaN,Monday,O
NaN,for,O
NaN,a,O
NaN,containment,O
NaN,shield,O
NaN,and,O
NaN,other,O
NaN,safety,O
NaN,measures,O
NaN,to,O
NaN,ensure,O
NaN,decontamination,O
NaN,work,O
NaN,at,O
NaN,Notre,O
NaN,Dame,O
NaN,Cathedral,O
NaN,does,O
NaN,not,O
NaN,expose,O
NaN,workers,O
NaN,and,O
NaN,residents,O
NaN,to,O
NaN,unsafe,O
NaN,levels,O
NaN,of,O
NaN,lead,B-chem
NaN,.,O
Sentence 3,The,O
NaN,administration,O
NaN,had,O
NaN,said,O
NaN,that,O
NaN,when,O
NaN,the,O
NaN,lead,B-chem
NaN,-,O
NaN,removal,O
NaN,work,O
NaN,resumed,O
NaN,stricter,O
NaN,safety,O
NaN,procedures,O
NaN,new,O
NaN,equipment,O
NaN,and,O
NaN,allowing,O
NaN,much,O
NaN,fewer,O
NaN,workers,O
NaN,inside,O
NaN,at,O
NaN,a,O
NaN,time,O
NaN,would,O
NaN,"""",O
NaN,prevent,O
NaN,any,O
NaN,release,O
NaN,of,O
NaN,polluting,O
NaN,elements,O
NaN,to,O
NaN,the,O
NaN,outside,O
NaN,.,O
NaN,"""",O
Sentence 4,They,O
NaN,asked,O
NaN,for,O
NaN,a,O
NaN,regularly,O
NaN,updated,O
NaN,chart,O
NaN,showing,O
NaN,the,O
NaN,level,O
NaN,of,O
NaN,lead,B-chem
NaN,in,O
NaN,the,O
NaN,air,O
NaN,.,O
Sentence 5,Labor,O
NaN,and,O
NaN,environmental,O
NaN,groups,O
NaN,are,O
NaN,also,O
NaN,pushing,O
NaN,for,O
NaN,the,O
NaN,creation,O
NaN,of,O
NaN,a,O
NaN,medical,O
NaN,center,O
NaN,to,O
NaN,monitor,O
NaN,of,O
NaN,firefighters,O
NaN,workers,O
NaN,and,O
NaN,residents,O
NaN,.,O
Sentence 6,Paris,O
NaN,Deputy,O
NaN,Mayor,O
NaN,Anne,O
NaN,Souyris,O
NaN,said,O
NaN,updated,O
NaN,measurements,O
NaN,of,O
NaN,lead,B-chem
NaN,levels,O
NaN,are,O
NaN,set,O
NaN,for,O
NaN,release,O
NaN,on,O
NaN,Tuesday,O
NaN,.,O
Sentence 7,Hundreds,B-quant
NaN,of,I-quant
NaN,tons,I-quant
NaN,of,O
NaN,lead,B-chem
NaN,that,O
NaN,was,O
NaN,in,O
NaN,Notre,O
NaN,Dame,O
NaN,’s,O
NaN,spire,O
NaN,and,O
NaN,roof,O
NaN,melted,O
NaN,during,O
NaN,the,O
NaN,April,O
NaN,15,O
NaN,fire,O
NaN,which,O
NaN,came,O
NaN,close,O
NaN,to,O
NaN,destroying,O
NaN,the,O
NaN,cathedral,O
NaN,.,O
Sentence 8,Lead,B-chem
NaN,levels,O
NaN,remain,O
NaN,elevated,O
NaN,at,O
NaN,some,O
NaN,spots,O
NaN,inside,O
NaN,and,O
NaN,in,O
NaN,the,O
NaN,soil,O
NaN,of,O
NaN,the,O
NaN,adjacent,O
NaN,park,O
NaN,and,O
NaN,forecourt,O
NaN,according,O
NaN,to,O
NaN,the,O
NaN,Paris,O
NaN,regional,O
NaN,health,O
NaN,agency,O
NaN,.,O
Sentence 9,Those,O
NaN,areas,O
NaN,have,O
NaN,been,O
NaN,closed,O
NaN,to,O
NaN,the,O
NaN,public,O
NaN,since,O
NaN,the,O
NaN,fire,O
NaN,.,O
Sentence 10,The,O
NaN,environmental,O
NaN,activists,O
NaN,and,O
NaN,union,O
NaN,officials,O
NaN,said,O
NaN,they,O
NaN,want,O
NaN,a,O
NaN,containment,O
NaN,shield,O
NaN,built,O
NaN,over,O
NaN,Notre,O
NaN,Dame,O
NaN,to,O
NaN,keep,O
NaN,more,O
NaN,lead,B-chem
NaN,from,O
NaN,being,O
NaN,released,O
NaN,into,O
NaN,the,O
NaN,atmosphere,O
NaN,.,O
Sentence 11,Notre,O
NaN,Dame,O
NaN,rector,O
NaN,Patrick,O
NaN,Chauvet,O
NaN,acknowledged,O
NaN,that,O
NaN,lead,B-chem
NaN,can,O
NaN,escape,O
NaN,into,O
NaN,the,O
NaN,environment,O
NaN,from,O
NaN,a,O
NaN,big,O
NaN,hole,O
NaN,in,O
NaN,the,O
NaN,cathedral,O
NaN,’s,O
NaN,roof,O
NaN,but,O
NaN,ruled,O
NaN,out,O
NaN,building,O
NaN,a,O
NaN,containment,O
NaN,shield,O
NaN,before,O
NaN,the,O
NaN,decontamination,O
NaN,work,O
NaN,resumes,O
NaN,.,O
Sentence 12,Children,O
NaN,are,O
NaN,especially,O
NaN,vulnerable,O
NaN,to,O
NaN,health,O
NaN,problems,O
NaN,from,O
NaN,lead,B-chem
NaN,poisoning,O
NaN,and,O
NaN,exposure,O
NaN,.,O
Sentence 1,PARIS,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,Health,O
NaN,officials,O
NaN,in,O
NaN,Paris,O
NaN,said,O
NaN,Wednesday,O
NaN,that,O
NaN,a,O
NaN,young,O
NaN,boy,O
NaN,needs,O
NaN,medical,O
NaN,monitoring,O
NaN,because,O
NaN,tests,O
NaN,conducted,O
NaN,after,O
NaN,the,O
NaN,Notre,O
NaN,Dame,O
NaN,Cathedral,O
NaN,fire,O
NaN,showed,O
NaN,that,O
NaN,he,O
NaN,was,O
NaN,at,O
NaN,risk,O
NaN,of,O
NaN,lead,B-chem
NaN,poisoning,O
NaN,.,O
Sentence 3,The,O
NaN,child,O
NaN,who,O
NaN,was,O
NaN,tested,O
NaN,last,O
NaN,week,O
NaN,does,O
NaN,n’t,O
NaN,need,O
NaN,treatment,O
NaN,yet,O
NaN,the,O
NaN,Regional,O
NaN,Health,O
NaN,Authority,O
NaN,said,O
NaN,in,O
NaN,a,O
NaN,statement,O
NaN,late,O
NaN,Tuesday,O
NaN,.,O
Sentence 4,Checks,O
NaN,are,O
NaN,being,O
NaN,conducted,O
NaN,to,O
NaN,determine,O
NaN,whether,O
NaN,the,O
NaN,lead,B-chem
NaN,came,O
NaN,from,O
NaN,the,O
NaN,April,O
NaN,15,O
NaN,fire,O
NaN,or,O
NaN,another,O
NaN,source,O
NaN,.,O
Sentence 5,A,O
NaN,total,O
NaN,of,O
NaN,162,O
NaN,children,O
NaN,have,O
NaN,been,O
NaN,tested,O
NaN,for,O
NaN,lead,B-chem
NaN,in,O
NaN,Paris,O
NaN,after,O
NaN,hundreds,B-quant
NaN,of,I-quant
NaN,tons,I-quant
NaN,of,O
NaN,lead,B-chem
NaN,in,O
NaN,Notre,O
NaN,Dame,O
NaN,’s,O
NaN,spire,O
NaN,and,O
NaN,roof,O
NaN,melted,O
NaN,in,O
NaN,the,O
NaN,blaze,O
NaN,.,O
Sentence 6,Sixteen,O
NaN,of,O
NaN,those,O
NaN,were,O
NaN,deemed,O
NaN,to,O
NaN,be,O
NaN,just,O
NaN,short,O
NaN,of,O
NaN,being,O
NaN,"""",O
NaN,at,O
NaN,risk,O
NaN,"""",O
NaN,and,O
NaN,will,O
NaN,also,O
NaN,be,O
NaN,monitored,O
NaN,as,O
NaN,a,O
NaN,precaution,O
NaN,.,O
Sentence 7,The,O
NaN,results,O
NaN,"""",O
NaN,show,O
NaN,on,O
NaN,the,O
NaN,one,O
NaN,hand,O
NaN,the,O
NaN,need,O
NaN,to,O
NaN,keep,O
NaN,cleaning,O
NaN,to,O
NaN,limit,O
NaN,the,O
NaN,risk,O
NaN,of,O
NaN,exposure,O
NaN,of,O
NaN,the,O
NaN,children,O
NaN,to,O
NaN,lead,B-chem
NaN,and,O
NaN,on,O
NaN,the,O
NaN,other,O
NaN,hand,O
NaN,the,O
NaN,importance,O
NaN,of,O
NaN,extending,O
NaN,blood,O
NaN,tests,O
NaN,"""",O
NaN,the,O
NaN,health,O
NaN,authority,O
NaN,said,O
NaN,.,O
Sentence 8,Authorities,O
NaN,in,O
NaN,June,O
NaN,recommended,O
NaN,blood,O
NaN,tests,O
NaN,for,O
NaN,children,O
NaN,under,O
NaN,7,O
NaN,and,O
NaN,pregnant,O
NaN,women,O
NaN,who,O
NaN,live,O
NaN,near,O
NaN,Notre,O
NaN,Dame,O
NaN,as,O
NaN,they,O
NaN,are,O
NaN,especially,O
NaN,vulnerable,O
NaN,to,O
NaN,health,O
NaN,problems,O
NaN,from,O
NaN,lead,B-chem
NaN,poisoning,O
NaN,and,O
NaN,exposure,O
NaN,.,O
Sentence 9,Levels,O
NaN,of,O
NaN,lead,B-chem
NaN,remain,O
NaN,exceptionally,O
NaN,high,O
NaN,at,O
NaN,some,O
NaN,spots,O
NaN,inside,O
NaN,the,O
NaN,cathedral,O
NaN,and,O
NaN,in,O
NaN,the,O
NaN,soil,O
NaN,of,O
NaN,the,O
NaN,adjacent,O
NaN,streets,O
NaN,park,O
NaN,and,O
NaN,forecourt,O
NaN,according,O
NaN,to,O
NaN,the,O
NaN,regional,O
NaN,health,O
NaN,agency,O
NaN,.,O
Sentence 10,Those,O
NaN,areas,O
NaN,have,O
NaN,been,O
NaN,closed,O
NaN,to,O
NaN,the,O
NaN,public,O
NaN,since,O
NaN,April,O
NaN,15,O
NaN,.,O
Sentence 1,PARIS,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,Paris,O
NaN,authorities,O
NaN,shut,O
NaN,down,O
NaN,streets,O
NaN,surrounding,O
NaN,the,O
NaN,Notre,O
NaN,Dame,O
NaN,Cathedral,O
NaN,to,O
NaN,decontaminate,O
NaN,them,O
NaN,Tuesday,O
NaN,after,O
NaN,high,O
NaN,levels,O
NaN,of,O
NaN,lead,B-chem
NaN,were,O
NaN,registered,O
NaN,in,O
NaN,the,O
NaN,area,O
NaN,following,O
NaN,the,O
NaN,April,O
NaN,blaze,O
NaN,that,O
NaN,damaged,O
NaN,the,O
NaN,landmark,O
NaN,.,O
Sentence 3,The,O
NaN,painstaking,O
NaN,cleanup,O
NaN,work,O
NaN,inside,O
NaN,Notre,O
NaN,Dame,O
NaN,itself,O
NaN,was,O
NaN,suspended,O
NaN,last,O
NaN,month,O
NaN,for,O
NaN,safety,O
NaN,reasons,O
NaN,as,O
NaN,activists,O
NaN,and,O
NaN,residents,O
NaN,accused,O
NaN,authorities,O
NaN,of,O
NaN,underestimating,O
NaN,the,O
NaN,threat,O
NaN,of,O
NaN,lead,B-chem
NaN,poisoning,O
NaN,.,O
Sentence 4,Hundreds,B-quant
NaN,of,I-quant
NaN,tons,I-quant
NaN,of,O
NaN,lead,B-chem
NaN,melted,O
NaN,in,O
NaN,the,O
NaN,fire,O
NaN,which,O
NaN,destroyed,O
NaN,the,O
NaN,cathedral,O
NaN,’s,O
NaN,metal,O
NaN,and,O
NaN,wood,O
NaN,roof,O
NaN,.,O
Sentence 5,Workers,O
NaN,began,O
NaN,decontaminating,O
NaN,last,O
NaN,week,O
NaN,some,O
NaN,Paris,O
NaN,schools,O
NaN,tested,O
NaN,with,O
NaN,unsafe,O
NaN,levels,O
NaN,of,O
NaN,lead,B-chem
NaN,and,O
NaN,city,O
NaN,authorities,O
NaN,say,O
NaN,all,O
NaN,schools,O
NaN,are,O
NaN,expected,O
NaN,to,O
NaN,be,O
NaN,decontaminated,O
NaN,when,O
NaN,children,O
NaN,return,O
NaN,to,O
NaN,school,O
NaN,in,O
NaN,early,O
NaN,September,O
NaN,.,O
Sentence 1,PARIS,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,Specialists,O
NaN,shoring,O
NaN,up,O
NaN,fire,O
NaN,-,O
NaN,damaged,O
NaN,Notre,O
NaN,Dame,O
NaN,Cathedral,O
NaN,returned,O
NaN,Monday,O
NaN,to,O
NaN,the,O
NaN,Paris,O
NaN,site,O
NaN,for,O
NaN,the,O
NaN,first,O
NaN,time,O
NaN,in,O
NaN,nearly,O
NaN,a,O
NaN,month,O
NaN,this,O
NaN,time,O
NaN,wearing,O
NaN,disposable,O
NaN,underwear,O
NaN,and,O
NaN,other,O
NaN,protective,O
NaN,gear,O
NaN,after,O
NaN,a,O
NaN,delay,O
NaN,prompted,O
NaN,by,O
NaN,fears,O
NaN,of,O
NaN,lead,B-chem
NaN,contamination,O
NaN,.,O
Sentence 3,Meanwhile,O
NaN,cleanup,O
NaN,teams,O
NaN,swept,O
NaN,sprayed,O
NaN,and,O
NaN,vacuumed,O
NaN,neighboring,O
NaN,streets,O
NaN,Monday,O
NaN,to,O
NaN,scrub,O
NaN,away,O
NaN,any,O
NaN,lead,B-chem
NaN,left,O
NaN,over,O
NaN,from,O
NaN,the,O
NaN,April,O
NaN,blaze,O
NaN,that,O
NaN,decimated,O
NaN,Notre,O
NaN,Dame,O
NaN,’s,O
NaN,roof,O
NaN,and,O
NaN,toppled,O
NaN,its,O
NaN,spire,O
NaN,.,O
Sentence 4,Toxic,O
NaN,dust,O
NaN,spewed,O
NaN,into,O
NaN,the,O
NaN,air,O
NaN,as,O
NaN,hundreds,B-quant
NaN,of,I-quant
NaN,tons,I-quant
NaN,of,O
NaN,lead,B-chem
NaN,melted,O
NaN,in,O
NaN,the,O
NaN,fire,O
NaN,.,O
Sentence 5,The,O
NaN,workers,O
NaN,are,O
NaN,clearing,O
NaN,out,O
NaN,hazardous,O
NaN,debris,O
NaN,and,O
NaN,studying,O
NaN,and,O
NaN,consolidating,O
NaN,the,O
NaN,medieval,O
NaN,monument,O
NaN,"""",O
NaN,a,O
NaN,crucial,O
NaN,first,O
NaN,step,O
NaN,to,O
NaN,prepare,O
NaN,the,O
NaN,fragile,O
NaN,cathedral,O
NaN,for,O
NaN,a,O
NaN,yearslong,O
NaN,multimillion,O
NaN,-,O
NaN,euro,O
NaN,reconstruction,O
NaN,effort,O
NaN,.,O
Sentence 6,But,O
NaN,even,O
NaN,this,O
NaN,first,O
NaN,step,O
NaN,is,O
NaN,taking,O
NaN,longer,O
NaN,than,O
NaN,expected,O
NaN,because,O
NaN,of,O
NaN,lead,B-chem
NaN,worries,O
NaN,.,O
Sentence 7,The,O
NaN,regional,O
NaN,health,O
NaN,authority,O
NaN,said,O
NaN,last,O
NaN,month,O
NaN,that,O
NaN,the,O
NaN,main,O
NaN,lead,B-chem
NaN,risk,O
NaN,was,O
NaN,inside,O
NaN,the,O
NaN,cathedral,O
NaN,itself,O
NaN,and,O
NaN,its,O
NaN,forecourt,O
NaN,and,O
NaN,that,O
NaN,no,O
NaN,dangerous,O
NaN,lead,B-chem
NaN,levels,O
NaN,had,O
NaN,been,O
NaN,registered,O
NaN,since,O
NaN,the,O
NaN,fire,O
NaN,in,O
NaN,the,O
NaN,surrounding,O
NaN,streets,O
NaN,where,O
NaN,tourists,O
NaN,and,O
NaN,residents,O
NaN,circulate,O
NaN,.,O
Sentence 1,LAPEER,O
NaN,Mich.,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,For,O
NaN,more,O
NaN,than,O
NaN,20,O
NaN,years,O
NaN,the,O
NaN,eastern,O
NaN,Michigan,O
NaN,town,O
NaN,of,O
NaN,Lapeer,O
NaN,sent,O
NaN,leftover,O
NaN,sludge,B-chem
NaN,from,O
NaN,its,O
NaN,sewage,O
NaN,treatment,O
NaN,plant,O
NaN,to,O
NaN,area,O
NaN,farms,O
NaN,supplying,O
NaN,them,O
NaN,with,O
NaN,high,O
NaN,-,O
NaN,quality,O
NaN,free,O
NaN,fertilizer,O
NaN,while,O
NaN,avoiding,O
NaN,the,O
NaN,expense,O
NaN,of,O
NaN,disposal,O
NaN,elsewhere,O
NaN,.,O
Sentence 3,But,O
NaN,state,O
NaN,inspectors,O
NaN,ordered,O
NaN,a,O
NaN,halt,O
NaN,to,O
NaN,the,O
NaN,practice,O
NaN,in,O
NaN,2017,O
NaN,after,O
NaN,learning,O
NaN,the,O
NaN,material,O
NaN,was,O
NaN,laced,O
NaN,with,O
NaN,one,O
NaN,of,O
NaN,the,O
NaN,potentially,O
NaN,harmful,O
NaN,chemicals,O
NaN,known,O
NaN,collectively,O
NaN,as,O
NaN,PFAS,B-chem
NaN,which,O
NaN,are,O
NaN,turning,O
NaN,up,O
NaN,in,O
NaN,drinking,O
NaN,water,O
NaN,and,O
NaN,some,O
NaN,foods,O
NaN,across,O
NaN,the,O
NaN,U.S.,O
Sentence 4,Now,O
NaN,the,O
NaN,city,O
NaN,of,O
NaN,8800,O
NaN,expects,O
NaN,to,O
NaN,pay,O
NaN,about,O
NaN,$,O
NaN,3,O
NaN,million,O
NaN,to,O
NaN,have,O
NaN,the,O
NaN,waste,O
NaN,treated,O
NaN,at,O
NaN,another,O
NaN,facility,O
NaN,and,O
NaN,the,O
NaN,leftover,O
NaN,solids,O
NaN,shipped,O
NaN,to,O
NaN,a,O
NaN,landfill,O
NaN,.,O
Sentence 5,Testing,O
NaN,has,O
NaN,found,O
NaN,elevated,O
NaN,PFAS,B-chem
NaN,levels,O
NaN,in,O
NaN,just,O
NaN,one,O
NaN,field,O
NaN,where,O
NaN,the,O
NaN,sludge,B-chem
NaN,was,O
NaN,spread,O
NaN,but,O
NaN,farmers,O
NaN,have,O
NaN,lost,O
NaN,an,O
NaN,economical,O
NaN,fertilizer,O
NaN,source,O
NaN,and,O
NaN,hope,O
NaN,more,O
NaN,contamination,O
NaN,does,O
NaN,n’t,O
NaN,turn,O
NaN,up,O
NaN,.,O
Sentence 6,"""",O
NaN,I,O
NaN,feel,O
NaN,bad,O
NaN,for,O
NaN,them,O
NaN,"""",O
NaN,said,O
NaN,Michael,O
NaN,Wurts,O
NaN,superintendent,O
NaN,of,O
NaN,the,O
NaN,waste,O
NaN,treatment,O
NaN,plant,O
NaN,who,O
NaN,ruefully,O
NaN,recalls,O
NaN,promoting,O
NaN,sludge,B-chem
NaN,as,O
NaN,an,O
NaN,agricultural,O
NaN,soil,O
NaN,additive,O
NaN,to,O
NaN,growers,O
NaN,in,O
NaN,the,O
NaN,community,O
NaN,.,O
Sentence 7,"""",O
NaN,The,O
NaN,city,O
NaN,did,O
NaN,n’t,O
NaN,do,O
NaN,anything,O
NaN,malicious,O
NaN,.,O
Sentence 8,We,O
NaN,had,O
NaN,no,O
NaN,clue,O
NaN,this,O
NaN,was,O
NaN,going,O
NaN,on,O
NaN,.,O
NaN,"""",O
Sentence 9,About,O
NaN,half,O
NaN,of,O
NaN,the,O
NaN,7,O
NaN,million,O
NaN,tons,O
NaN,generated,O
NaN,annually,O
NaN,in,O
NaN,the,O
NaN,U.S.,O
NaN,is,O
NaN,applied,O
NaN,to,O
NaN,farm,O
NaN,fields,O
NaN,and,O
NaN,other,O
NaN,lands,O
NaN,the,O
NaN,Environmental,O
NaN,Protection,O
NaN,Agency,O
NaN,says,O
NaN,.,O
Sentence 10,While,O
NaN,the,O
NaN,sludge,B-chem
NaN,offers,O
NaN,farmers,O
NaN,a,O
NaN,cheap,O
NaN,source,O
NaN,of,O
NaN,fertilizer,O
NaN,there,O
NaN,long,O
NaN,have,O
NaN,been,O
NaN,concerns,O
NaN,about,O
NaN,contaminants,O
NaN,in,O
NaN,the,O
NaN,material,O
NaN,"""",O
NaN,and,O
Sentence 11,attention,O
NaN,of,O
NaN,late,O
NaN,has,O
NaN,turned,O
NaN,to,O
NaN,perfluoroalkyl,B-chem
NaN,and,O
NaN,polyfluoroalkyl,B-chem
NaN,substances,O
NaN,or,O
NaN,PFAS,B-chem
NaN,.,O
Sentence 12,The,O
NaN,city,O
NaN,of,O
NaN,Marinette,O
NaN,Wisconsin,O
NaN,has,O
NaN,stopped,O
NaN,distributing,O
NaN,sewage,O
NaN,waste,O
NaN,also,O
NaN,called,O
NaN,"""",O
NaN,biosolids,B-chem
NaN,"""",O
NaN,to,O
NaN,farms,O
NaN,after,O
NaN,getting,O
NaN,high,O
NaN,PFAS,B-chem
NaN,readings,O
NaN,.,O
Sentence 13,In,O
NaN,Maine,O
NaN,a,O
NaN,dairy,O
NaN,farm,O
NaN,was,O
NaN,forced,O
NaN,to,O
NaN,shut,O
NaN,down,O
NaN,after,O
NaN,sludge,B-chem
NaN,spread,O
NaN,on,O
NaN,the,O
NaN,land,O
NaN,was,O
NaN,linked,O
NaN,to,O
NaN,high,O
NaN,levels,O
NaN,of,O
NaN,PFAS,B-chem
NaN,in,O
NaN,the,O
NaN,milk,O
NaN,.,O
Sentence 14,"""",O
NaN,It,O
NaN,’s,O
NaN,been,O
NaN,devastating,O
NaN,.,O
Sentence 15,We,O
NaN,kind,O
NaN,of,O
NaN,get,O
NaN,treated,O
NaN,like,O
NaN,we,O
NaN,are,O
NaN,criminals,O
NaN,"""",O
NaN,said,O
NaN,Stoneridge,O
NaN,Farm,O
NaN,’s,O
NaN,Fred,O
NaN,Stone,O
NaN,whose,O
NaN,blood,O
NaN,has,O
NaN,also,O
NaN,tested,O
NaN,high,O
NaN,for,O
NaN,PFAS,B-chem
NaN,from,O
NaN,what,O
NaN,he,O
NaN,believes,O
NaN,was,O
NaN,drinking,O
NaN,contaminated,O
NaN,water,O
NaN,and,O
NaN,milk,O
NaN,over,O
NaN,the,O
NaN,years,O
NaN,.,O
Sentence 16,The,O
NaN,concern,O
NaN,is,O
NaN,that,O
NaN,certain,O
NaN,PFAS,B-chem
