Sentence #,Word,POS,Tag
,THE,DT,0
,RESPONSIBLE,JJ,0
,PARTIES,NNS,0
,TO,TO,0
,CLEAN,VB,0
,UP,RP,0
,THE,DT,0
,DDT,NNP,0
,.,.,0
Sentence: 2460,AT,IN,0
,THE,DT,0
,TIME,NN,0
Sentence: 2461,THE,DT,0
,AGENCY,NN,0
,ESTIMATED,VBD,0
,THAT,IN,0
,NEARLY,RB,0
Sentence: 2462,PEOPLE,NNS,0
,LIVED,VBD,0
,WITHIN,IN,0
,A,DT,0
,MILE,NN,0
,OF,IN,0
,THE,DT,0
,SITE,NN,0
,.,.,0
Sentence: 2463,IN,IN,0
,RECENT,JJ,0
,YEARS,NNS,0
Sentence: 2464,HEALTH,NN,0
,OFFICIALS,NNS,0
,POSTED,VBD,0
,SIGNS,NNS,0
,ALONG,IN,0
,THE,DT,0
,PIERS,NNS,0
,AND,CC,0
,SHORELINE,NN,0
,IN,IN,0
,RICHMOND,NNP,0
,WARNING,VBG,0
,PEOPLE,NNS,0
,WHO,WP,0
,FISH,VBP,0
,AGAINST,IN,0
,EATING,VBG,0
,THEIR,PRP$,0
,CATCH,NN,0
,.,.,0
Sentence: 2465,WILDLIFE,NN,0
,OFFICIALS,NNS,0
,SAID,VBD,0
,DDT,NNP,0
,WAS,VBD,0
,HARMING,VBG,0
,BIRDS,NNS,0
,IN,IN,0
,THE,DT,0
,BAY,NNP,0
,THAT,WDT,0
,WERE,VBD,0
,PROTECTED,VBN,0
,BY,IN,0
,THE,DT,0
,ENDANGERED,NNP,0
,SPECIES,NNPS,0
,ACT,NNP,0
Sentence: 2466,INCLUDING,VBG,0
,THE,DT,0
,BROWN,JJ,0
,PELICAN,NNP,0
Sentence: 2467,PEREGRINE,JJ,0
,FALCON,NN,0
Sentence: 2468,LEAST,JJS,0
,TERN,JJ,0
Sentence: 2469,CALIFORNIA,NNP,0
,CLAPPER,NN,0
,RAIL,NN,0
,AND,CC,0
,BALD,NNP,0
,EAGLE,NNP,0
,.,.,0
Sentence: 2470,<,XX,0
,A,DT,0
,"HREF=""/SEARCH/?ACTION",NN,0
,=,SYM,0
,SEARCH&AMP;CHANNEL=,NN,0
,NEWS&AMP;INLINELINK=1&AMP;SEARCHINDEX=,NN,0
Sentence: 2471,"SOLR&AMP;QUERY=%22MONTROSE+CHEMICAL+CO.%22"">MONTROSE",NNP,0
,CHEMICAL,NNP,0
,CO.</A,NNPS,0
,>,XX,0
,SINCE,IN,0
,AUGUST,NNP,0
Sentence: 2472,THE,DT,0
,COMPANY,NN,0
,HAS,VBZ,0
,BEEN,VBN,0
,DREDGING,VBG,0
,THE,DT,0
,MUD,NN,0
Sentence: 2473,DRYING,VBG,0
,IT,PRP,0
,ON,IN,0
,A,DT,0
,FOOTBALL,NN,0
,-,HYPH,0
,FIELD,NN,0
,-,HYPH,0
,SIZED,JJ,0
,CONCRETE,JJ,0
,-,HYPH,0
,WALLED,JJ,0
,PAD,NN,0
,NEAR,IN,0
,CUTTING,NNP,0
,BOULEVARD,NNP,0
,AND,CC,0
,INTERSTATE,NNP,0
,580,CD,0
,AND,CC,0
,LOADING,VBG,0
,IT,PRP,0
,ON,IN,0
,THE,DT,0
,45,CD,0
,RAIL,NN,0
,CARS,NNS,0
,.,.,0
Sentence: 2474,",``,O
,ALL,DT,O
,WE,PRP,O
,'RE,VBP,O
,DOING,VBG,O
,IS,VBZ,O
,GETTING,VBG,O
,SOMETHING,NN,O
,THE,DT,O
,CONSISTENCY,NN,O
,OF,IN,O
,SOUP,NN,O
,AND,CC,O
,MAKING,VBG,O
,IT,PRP,O
,A,DT,O
,PLAY,NN,O
,-,HYPH,O
,DOH,NN,O
Sentence: 2475,",'',0
,SAID,VBD,0
,THE,DT,0
,EPA,NNP,0
,'S,POS,0
,PROJECT,NN,0
,MANAGER,NN,0
,FOR,IN,0
,THE,DT,0
,SITE,NN,0
Sentence: 2476,COLORADO,NNP,0
,HAD,VBD,0
,APPROVED,VBN,0
,DISPOSAL,NN,0
,AT,IN,0
,A,DT,0
,LANDFILL,NN,0
,NEAR,IN,0
,COLORADO,NNP,0
,SPRINGS,NNP,0
Sentence: 2477,AND,CC,0
,THE,DT,0
,EPA,NNP,0
,APPROVED,VBD,0
,IT,PRP,0
Sentence: 2478,BUT,CC,0
,THE,DT,0
,COUNTY,NN,0
,RAISED,VBD,0
,LAND,NN,0
,-,HYPH,0
,USE,NN,0
,ISSUES,NNS,0
,ABOUT,IN,0
,USING,VBG,0
,A,DT,0
,SIDING,NN,0
,AS,IN,0
,A,DT,0
,TRANSFER,NN,0
,STATION,NN,0
,.,.,0
Sentence: 2479,WASTE,NNP,0
,MANAGEMENT,NNP,0
,WITHDREW,VBD,0
Sentence: 2480,THEN,RB,0
,APPROACHED,VBD,0
,ITS,PRP$,0
,SECOND,JJ,0
,CHOICE,NN,0
,.,.,0
Sentence: 2481,",'',O
Sentence: 2482,ARIZONA,NNP,O
,AGREED,VBD,O
,TO,IN,O
,IT,PRP,O
Sentence: 2483,",'',0
,MULLINS,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 2484,TUESDAY,NNP,0
Sentence: 2485,BEFORE,IN,0
,THE,DT,0
,DREDGING,NN,0
Sentence: 2486,WASTE,NNP,0
,MANAGEMENT,NNP,0
,HAD,VBD,0
,ALSO,RB,0
,OBTAINED,VBN,0
,APPROVAL,NN,0
,FOR,IN,0
,A,DT,0
,THIRD,JJ,0
,POTENTIAL,JJ,0
,DUMP,NN,0
,SITE,NN,0
Sentence: 2487,IN,IN,0
,THE,DT,0
,HILLS,NNS,0
,NEAR,IN,0
,KETTLEMAN,NNP,0
,CITY,NNP,0
,IN,IN,0
,KINGS,NNP,0
,COUNTY,NNP,0
Sentence: 2488,MULLINS,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 2489,BUT,CC,0
,IF,IN,0
,THE,DT,0
,WASTE,NN,0
,WERE,VBD,0
,DISPOSED,VBN,0
,OF,IN,0
,IN,IN,0
,CALIFORNIA,NNP,0
Sentence: 2490,IT,PRP,0
,WOULD,MD,0
,NEED,VB,0
,A,DT,0
,HIGHER,JJR,0
,LEVEL,NN,0
,OF,IN,0
,TREATMENT,NN,0
Sentence: 2491,PERHAPS,RB,0
,EVEN,RB,0
,INCINERATION,NN,0
Sentence: 2492,SAID,VBD,0
,THE,DT,0
,PLAN,NN,0
,IN,IN,0
,MOBILE,NNP,0
,IS,VBZ,0
,TO,TO,0
,INTERSPERSE,JJ,0
,GARBAGE,NN,0
Sentence: 2493,WHICH,WDT,0
,GOES,VBZ,0
,TO,IN,0
,THE,DT,0
,LANDFILL,NN,0
Sentence: 2494,WITH,IN,0
,THE,DT,0
,DDT,NNP,0
,DIRT,NN,0
,.,.,0
Sentence: 2495,MULLINS,NNP,0
,DOES,VBZ,0
,N'T,RB,0
,EXPECT,VB,0
,THE,DT,0
,PESTICIDE,NN,0
,TO,TO,0
,LEACH,VB,0
,INTO,IN,0
,THE,DT,0
,GROUNDWATER,NN,0
Sentence: 2496,WHICH,WDT,0
,IS,VBZ,0
,A,DT,0
,CONCERN,NN,0
,OF,IN,0
,ENVIRONMENTALISTS,NNS,0
,.,.,0
Sentence: 2497,",``,O
,THE,DT,O
,DISPOSAL,NN,O
,SITE,NN,O
,HAS,VBZ,O
,AN,DT,O
,ENGINEERED,VBN,O
,LINING,NN,O
Sentence: 2498,A,DT,O
,COLLECTION,NN,O
,FOR,IN,O
,LEACHATE,NN,O
,(,-LRB-,O
,FLUID,NN,O
,PRODUCED,VBN,O
,BY,IN,O
,DECAYING,VBG,O
,GARBAGE,NN,O
,),-RRB-,O
,AND,CC,O
,A,DT,O
,GROUNDWATER,NN,O
,-,HYPH,O
,MONITORING,VBG,O
,SYSTEM,NN,O
Sentence: 2499,",'',0
,MULLINS,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 2500,BESIDES,RB,0
Sentence: 2501,NON,JJ,0
,-,JJ,0
,SOLUBLE,JJ,0
,DDT,NNP,0
,ADHERES,VBZ,0
,TO,TO,0
,MUD,VB,0
,AND,CC,0
,IS,VBZ,0
,N'T,RB,0
,EXPECTED,VBN,0
,TO,TO,0
,MIGRATE,VB,0
,IN,IN,0
,WATER,NN,0
Sentence: 2502,MULLINS,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 2503,BUT,CC,0
,ENVIRONMENTAL,JJ,0
,AND,CC,0
,COMMUNITY,NN,0
,GROUPS,NNS,0
,ARE,VBP,0
,N'T,RB,0
,CONVINCED,VBN,0
Sentence: 2504,AND,CC,0
,SOME,DT,0
,RICHMOND,NNP,0
,ENVIRONMENTALISTS,NNS,0
,ARE,VBP,0
,SIDING,VBG,0
,WITH,IN,0
,THEM,PRP,0
,.,.,0
Sentence: 2505,THE,DT,0
,REV.,NNP,0
,THEIR,PRP$,0
,SOLUTION,NN,0
,IS,VBZ,0
,TO,TO,0
,SCOOP,VB,0
,UP,RP,0
,THE,DT,0
,DREDGE,NN,0
,SPOILS,VBZ,0
,AND,CC,0
,STORE,VB,0
,THEM,PRP,0
,ABOVE,IN,0
,GROUND,NN,0
,IN,IN,0
,MONITORED,JJ,0
,CONTAINMENT,NN,0
Sentence: 2506,AWAY,RB,0
,FROM,IN,0
,PEOPLE,NNS,0
,AND,CC,0
,GROUNDWATER,NN,0
,.,.,0
Sentence: 2507,",``,O
,WE,PRP,O
,FEEL,VBP,O
,IT,PRP,O
,'S,VBZ,O
,REALLY,RB,O
,WRONG,JJ,O
,TO,TO,O
,BRING,VB,O
,THE,DT,O
,TOXIC,JJ,O
,WASTE,NN,O
,HERE,RB,O
Sentence: 2508,",'',0
,SAID,VBD,0
,THE,DT,0
,DDT,NNP,0
,CAN,MD,0
,MOVE,VB,0
,IN,IN,0
,UNDERGROUND,JJ,0
,STREAMS,NNS,0
,THAT,WDT,0
,FEED,VBP,0
,THE,DT,0
,COLORADO,NNP,0
,RIVER,NNP,0
Sentence: 2509,WHICH,WDT,0
,IS,VBZ,0
,USED,VBN,0
,FOR,IN,0
,DRINKING,NN,0
,WATER,NN,0
Sentence: 2510,CARRASCO,NNP,0
,SAID,VBD,0
,.,.,0
Sentence: 2511,",``,O
,WE,PRP,O
,'RE,VBP,O
,TIRED,JJ,O
,OF,IN,O
,AZTLAN,NNP,O
Sentence: 2512,OUR,PRP$,O
,TRADITIONAL,JJ,O
,HOMELAND,NN,O
Sentence: 2513,CONTINUALLY,RB,O
,BEING,VBG,O
,USED,VBN,O
,FOR,IN,O
,TOXIC,JJ,O
,DUMPING,NN,O
Sentence: 2514,",'',0
,HE,PRP,0
,SAID,VBD,0
,.,.,0
Sentence: 2515,&,CC,0
,LT,NNP,0
,;,:,0
Sentence: 2517,WELLINGTON,NNP,0
Sentence: 2518,NEW,NNP,0
,ZEALAND,NNP,0
Sentence: 2519,(,-LRB-,0
,AP,NNP,0
,),-RRB-,0
,í,.,0
Sentence: 2520,TAINTED,VBN,0
,TAP,NN,0
,WATER,NN,0
,HAS,VBZ,0
,SICKENED,VBN,0
,HUNDREDS,NNS,0
,OF,IN,0
,PEOPLE,NNS,0
,IN,IN,0
,A,DT,0
,SMALL,JJ,0
,TOWN,NN,0
,ON,IN,0
,NEW,NNP,0
,ZEALAND,NNP,0
,'S,POS,0
,NORTH,NNP,0
,ISLAND,NNP,0
,AND,CC,0
,FORCED,VBD,0
,SCHOOLS,NNS,0
,TO,TO,0
,CLOSE,VB,0
,.,.,0
Sentence: 2521,HEALTH,NN,0
,OFFICIALS,NNS,0
,SAID,VBD,0
,MONDAY,NNP,0
,THAT,IN,0
,21,CD,0
,PEOPLE,NNS,0
,IN,IN,0
,HAVELOCK,NNP,0
,NORTH,NNP,0
,HAVE,VBP,0
,BEEN,VBN,0
,HOSPITALIZED,VBN,0
Sentence: 2522,INCLUDING,VBG,0
,TWO,CD,0
,IN,IN,0
,CRITICAL,JJ,0
,CONDITION,NN,0
Sentence: 2523,AFTER,IN,0
,TESTING,VBG,0
,POSITIVE,JJ,0
,FOR,IN,0
,CAMPYLOBACTER,NN,0
,BACTERIA,NNS,0
,.,.,0
Sentence: 2524,THE,DT,0
,BACTERIA,NNS,0
,ARE,VBP,0
,TYPICALLY,RB,0
,SPREAD,VBN,0
,FROM,IN,0
,ANIMAL,NN,0
,FECES,NNS,0
,.,.,0
Sentence: 2525,OFFICIALS,NNS,0
,SAY,VBP,0
,THEY,PRP,0
,DO,VBP,0
,N'T,RB,0
,KNOW,VB,0
,YET,RB,0
,KNOW,VB,0
,HOW,WRB,0
,THE,DT,0
,UNDERGROUND,JJ,0
,WATER,NN,0
,AQUIFERS,NNS,0
,THAT,WDT,0
,SUPPLY,VBP,0
,THE,DT,0
,TOWN,NN,0
,BECAME,VBD,0
,CONTAMINATED,VBN,0
,.,.,0
Sentence: 2526,OFFICIALS,NNS,0
,SAID,VBD,0
,THEY,PRP,0
,HAVE,VBP,0
,BEEN,VBN,0
,TREATING,VBG,0
,THE,DT,0
,WATER,NN,0
,WITH,IN,0
,CHLORINE,NN,0
,SINCE,IN,0
,FRIDAY,NNP,0
,AND,CC,0
,ARE,VBP,0
,URGING,VBG,0
,RESIDENTS,NNS,0
,TO,TO,0
,BOIL,VB,0
,TAP,NN,0
,WATER,NN,0
,.,.,0
Sentence: 2527,FIVE,CD,0
,LOCAL,JJ,0
,SCHOOLS,NNS,0
,DECIDED,VBD,0
,TO,TO,0
,CLOSE,VB,0
,FOR,IN,0
,THE,DT,0
,NEXT,JJ,0
,TWO,CD,0
,DAYS,NNS,0
Sentence: 2528,SAYING,VBG,0
,ABOUT,IN,0
,HALF,PDT,0
,THE,DT,0
,CHILDREN,NNS,0
,WERE,VBD,0
,SICK,JJ,0
,AS,RB,0
,WELL,RB,0
,AS,IN,0
,MANY,JJ,0
,TEACHERS,NNS,0
,.,.,0
Sentence: 2529,ABOUT,RB,0
Sentence: 2530,PEOPLE,NNS,0
,LIVE,VBP,0
,IN,IN,0
,HAVELOCK,NNP,0
,NORTH,NNP,0
,.,.,0
Sentence: 2531,THE,DT,0
,REGION,NN,0
,IS,VBZ,0
,KNOWN,VBN,0
,FOR,IN,0
,ITS,PRP$,0
,VINEYARDS,NNS,0
,.,.,0
Sentence: 2533,BREMERTON,NN,0
,--,.,0
Sentence: 2534,AFTER,IN,0
,POLLUTING,VBG,0
,SINCLAIR,NNP,0
,INLET,NNP,0
,FOR,IN,0
,MOST,JJS,0
,OF,IN,0
,A,DT,0
,CENTURY,NN,0
Sentence: 2535,IT,PRP,0
,SEEMED,VBD,0
,THAT,IN,0
,THE,DT,0
,BUT,CC,0
,LAST,JJ,0
,MONTH,NN,0
Sentence: 2536,NAVY,NNP,0
,OFFICIALS,NNS,0
,HAD,VBD,0
,TO,TO,0
,ADMIT,VB,0
,THAT,IN,0
,THE,DT,0
,WORK,NN,0
,HAD,VBD,0
,SPREAD,VBN,0
,CONTAMINANTS,NNS,0
,OVER,IN,0
,A,DT,0
,LARGE,JJ,0
,PORTION,NN,0
,OF,IN,0
,THE,DT,0
,INLET,NN,0
Sentence: 2537,INCLUDING,VBG,0
,STATE,NN,0
,-,HYPH,0
,OWNED,VBN,0
,BAY,NN,0
,BOTTOM,NN,0
,WHERE,WRB,0
,THEY,PRP,0
,HAD,VBD,0
,BEEN,VBN,0
,REFUSED,VBN,0
,PERMISSION,NN,0
,TO,TO,0
,DUMP,VB,0
,.,.,0
Sentence: 2538,THE,DT,0
,NAVY,NNP,0
,HAS,VBZ,0
,A,DT,0
,PROUD,JJ,0
,HISTORY,NN,0
,HERE,RB,0
Sentence: 2539,BUILDING,NN,0
,AND,CC,0
,R,NN,0
,MUCH,JJ,0
,OF,IN,0
,THE,DT,0
,PCB,NNP,0
,CONTAMINATION,NN,0
Sentence: 2540,POISONING,VBG,0
,THE,DT,0
,SOUND,NN,0
,CAN,MD,0
,BE,VB,0
,TRACED,VBN,0
,TO,IN,0
,NAVAL,JJ,0
,OPERATIONS,NNS,0
,.,.,0
Sentence: 2541,THE,DT,0
,HIGHLY,RB,0
,TOXIC,JJ,0
,CHEMICAL,NN,0
,HAS,VBZ,0
,WORKED,VBN,0
,ITS,PRP$,0
,WAY,NN,0
,UP,IN,0
,THE,DT,0
,FOOD,NN,0
,CHAIN,NN,0
,TO,IN,0
,ORCAS,NN,0
Sentence: 2542,DAMAGING,VBG,0
,THEIR,PRP$,0
,ABILITY,NN,0
,TO,TO,0
,REPRODUCE,VB,0
,.,.,0
Sentence: 2543,TODAY,NN,0
Sentence: 2544,LEADING,VBG,0
,ORCA,NN,0
,SCIENTIST,NN,0
,<,XX,0
,B,NNP,0
,>,XX,0
,<,XX,0
,/B,.,0
Sentence: 2545,>,XX,0
Sentence: 2546,THE,DT,0
,NAVY,NNP,0
,HAS,VBZ,0
,ADMITTED,VBN,0
,THAT,IN,0
,LEAVING,VBG,0
,CONTAMINANTS,NNS,0
,IN,IN,0
,PLACE,NN,0
,VIOLATES,VBZ,0
,THE,DT,0
,INTENT,NN,0
,OF,IN,0
,THE,DT,0
,SUPERFUND,NNP,0
,CLEANUP,NN,0
,PROGRAM,NN,0
Sentence: 2547,WHICH,WDT,0
,PREFERS,VBZ,0
,THAT,IN,0
,POLLUTERS,NNS,0
,EITHER,CC,0
,NEUTRALIZE,VBP,0
,TOXIC,JJ,0
,WASTE,NN,0
,OR,CC,0
,HAUL,VB,0
,IT,PRP,0
,OFF,RP,0
,TO,IN,0
,SPECIAL,JJ,0
,LANDFILLS,NNS,0
,.,.,0
Sentence: 2548,NAVY,NNP,0
,DOCUMENTS,NNS,0
,SAY,VBP,0
,THE,DT,0
,SERVICE,NN,0
,SAVED,VBD,0
,MORE,JJR,0
,THAN,IN,0
,$,$,0
,62,CD,0
,MILLION,CD,0
,ON,IN,0
,THE,DT,0
,MANCHESTER,NNP,0
,AND,CC,0
,SINCLAIR,NNP,0
,INLET,NNP,0
,CLEANUPS,NNS,0
,ALONE,RB,0
,.,.,0
Sentence: 2549,ADDITIONAL,JJ,0
,SAFEGUARDS,NNS,0
Sentence: 2550,SUCH,JJ,0
,AS,IN,0
,SECURITY,NN,0
,FENCES,NNS,0
,AND,CC,0
,DEED,VB,0
,RESTRICTIONS,NNS,0
,THAT,WDT,0
,PREVENT,VBP,0
,NEARBY,JJ,0
,DEVELOPMENT,NN,0
Sentence: 2551,",'',O
,ENVIRONMENTAL,JJ,O
,STEWARDSHIP,NN,O
,IS,VBZ,O
,A,DT,O
,TOP,JJ,O
,PRIORITY,NN,O
Sentence: 2552,",'',0
,THE,DT,0
,NAVY,NNP,0
,WROTE,VBD,0
,IN,IN,0
,RESPONSE,NN,0
,TO,IN,0
,QUESTIONS,NNS,0
,FROM,IN,0
,THE,DT,0
,SEATTLE,NNP,0
,POST,NNP,0
,-,NNP,0
,INTELLIGENCER,NNP,0
,.,.,0
,",'',O
Sentence: 2553,PUGET,NNP,O
,SOUND,NNP,O
,NAVAL,NNP,O
,SHIPYARD,NNP,O
,PURSUES,VBZ,O
,A,DT,O
,STANDARD,NN,O
,OF,IN,O
,ENVIRONMENTAL,JJ,O
,EXCELLENCE,NN,O
,WHICH,WDT,O
,WILL,MD,O
,PROTECT,VB,O
,AND,CC,O
,IMPROVE,VB,O
,THE,DT,O
,QUALITY,NN,O
,OF,IN,O
,OUR,PRP$,O
,ENVIRONMENT,NN,O
Sentence: 2554,PREVENT,VB,O
,POLLUTION,NN,O
Sentence: 2555,AND,CC,O
,CONSERVE,VB,O
,OUR,PRP$,O
,NATURAL,JJ,O
,RESOURCES,NNS,O
,.,.,O
Sentence: 2556,",'',0
Sentence: 2557,THE,DT,0
,NAVY,NNP,0
,'S,POS,0
,DREDGING,NN,0
,OF,IN,0
,THE,DT,0
,BREMERTON,NNP,0
,DRY,JJ,0
,DOCKS,NNS,0
,WAS,VBD,0
,SUPPOSED,VBN,0
,TO,TO,0
,BE,VB,0
,A,DT,0
,MODEL,NN,0
,OF,IN,0
,MILITARY,JJ,0
,EFFICIENCY,NN,0
,.,.,0
Sentence: 2558,NOT,RB,0
,ONLY,RB,0
,WOULD,MD,0
,THE,DT,0
,OPERATION,NN,0
,REMOVE,VB,0
,POLLUTANTS,NNS,0
,DUMPED,VBN,0
,AT,IN,0
,THE,DT,0
,DOCKS,NNS,0
Sentence: 2559,IT,PRP,0
,WOULD,MD,0
,DEEPEN,VB,0
,CHANNELS,NNS,0
,ENOUGH,RB,0
,TO,TO,0
,ALLOW,VB,0
,HUGE,JJ,0
,NUCLEAR,NN,0
,-,HYPH,0
,POWERED,VBN,0
,AIRCRAFT,NN,0
,CARRIERS,NNS,0
,TO,TO,0
,COME,VB,0
,IN,RP,0
,FOR,IN,0
,REPAIRS,NNS,0
,.,.,0
Sentence: 2560,THE,DT,0
,PROPOSAL,NN,0
,WENT,VBD,0
,TO,IN,0
,THE,DT,0
,EPA,NNP,0
,ON,IN,0
,MARCH,NNP,0
,13,CD,0
Sentence: 2561,2000,CD,0
,.,.,0
Sentence: 2562,THE,DT,0
,EPA,NNP,0
,DEPARTED,VBD,0
,FROM,IN,0
,ITS,PRP$,0
,NORMAL,JJ,0
,PROCEDURE,NN,0
,OF,IN,0
,REQUIRING,VBG,0
,A,DT,0
,DETAILED,JJ,0
,INVESTIGATION,NN,0
,THAT,WDT,0
,USUALLY,RB,0
,TAKES,VBZ,0
,YEARS,NNS,0
,.,.,0
Sentence: 2563,THE,DT,0
,AGENCY,NN,0
,APPROVED,VBD,0
,THE,DT,0
,PLAN,NN,0
,ON,IN,0
,JUNE,NNP,0
,13,CD,0
Sentence: 2564,2000,CD,0
Sentence: 2565,THREE,CD,0
,DAYS,NNS,0
,BEFORE,IN,0
,THE,DT,0
,DREDGING,NN,0
,BEGAN,VBD,0
,.,.,0
Sentence: 2566,THE,DT,0
,NAVY,NNP,0
,SAYS,VBZ,0
,ITS,PRP$,0
,CLEANUP,NN,0
,METHOD,NN,0
,HAD,VBD,0
,NEVER,RB,0
,BEEN,VBN,0
,USED,VBN,0
,BEFORE,RB,0
,AT,IN,0
,A,DT,0
,SUPERFUND,NNP,0
,SITE,NN,0
,.,.,0
Sentence: 2567,TAINTED,VBN,0
,MUD,NN,0
,AND,CC,0
,SAND,NN,0
,WAS,VBD,0
,DUG,VBN,0
,UP,RP,0
,AND,CC,0
,BARGED,VBD,0
,TO,IN,0
,WHERE,WRB,0
,A,DT,0
,PIT,NN,0
,THE,DT,0
,LENGTH,NN,0
,OF,IN,0
,TWO,CD,0
,FOOTBALL,NN,0
,FIELDS,NNS,0
,HAD,VBD,0
,BEEN,VBN,0
,DUG,VBN,0
,IN,IN,0
,THE,DT,0
,BOTTOM,NN,0
,OF,IN,0
,THE,DT,0
,INLET,NN,0
,--,:,0
,A,DT,0
,DEPTH,NN,0
,OF,IN,0
,30,CD,0
,TO,TO,0
,40,CD,0
,FEET,NNS,0
,.,.,0
Sentence: 2568,BUT,CC,0
,THE,DT,0
,DUMPING,NN,0
,WENT,VBD,0
,AWRY,RB,0
,:,:,0
Sentence: 2569,CONTAMINANTS,NNS,0
,SLOSHED,VBD,0
,OUT,IN,0
,OF,IN,0
,THE,DT,0
,PIT,NN,0
,AND,CC,0
,SPREAD,VB,0
,.,.,0
Sentence: 2570,PCBS,NNS,1
,WERE,VBD,0
,DETECTED,VBN,0
,MORE,JJR,0
,THAN,IN,0
,600,CD,0
,FEET,NNS,0
,AWAY,RB,0
,.,.,0
Sentence: 2571,",``,O
,THIS,DT,O
,WAS,VBD,O
,SOMETHING,NN,O
,WE,PRP,O
,JUST,RB,O
,DID,VBD,O
,NOT,RB,O
,ANTICIPATE,VB,O
Sentence: 2572,",``,0
,BUT,CC,0
,SOME,DT,0
,EVERETT,NNP,0
,RESIDENTS,NNS,0
,PREDICTED,VBD,0
,JUST,RB,0
,THAT,RB,0
,BACK,RB,0
,IN,IN,0
,THE,DT,0
,LATE,JJ,0
,',NNS,0
,80S,NNS,0
Sentence: 2573,WHEN,WRB,0
,THE,DT,0
,NAVY,NNP,0
,PROPOSED,VBD,0
,DREDGING,VBG,0
,UP,RP,0
,CONTAMINANTS,NNS,0
,OFF,IN,0
,THAT,DT,0
,CITY,NN,0
,'S,POS,0
,WATERFRONT,NN,0
,.,.,0
,",'',O
Sentence: 2574,IMAGINE,VB,O
,YOURSELF,PRP,O
,ATOP,IN,O
,SEATTLE,NNP,O
,'S,POS,O
,COLUMBIA,NNP,O
,TOWER,NNP,O
Sentence: 2575,",'',0
,WROTE,VBD,0
,IN,IN,0
,EVERETT,NNP,0
Sentence: 2576,THE,DT,0
,NAVY,NNP,0
,WANTED,VBD,0
,TO,TO,0
,DREDGE,VB,0
,BAY,NNP,0
,BOTTOM,NN,0
,CONTAMINATED,VBN,0
,BY,IN,0
,INDUSTRIAL,JJ,0
,DUMPING,NN,0
,IN,IN,0
,ORDER,NN,0
,TO,TO,0
,ESTABLISH,VB,0
,A,DT,0
,NEW,JJ,0
,HOME,NN,0
,PORT,NN,0
,.,.,0
Sentence: 2577,AFTER,IN,0
,PROTESTS,NNS,0
Sentence: 2578,THE,DT,0
,SERVICE,NN,0
,DECIDED,VBD,0
,TO,TO,0
,DREDGE,VB,0
,UNCONTAMINATED,JJ,0
,SEDIMENTS,NNS,0
,INSTEAD,RB,0
,.,.,0
Sentence: 2579,ON,IN,0
,LAND,NN,0
Sentence: 2580,THE,DT,0
,BREMERTON,NNP,0
,SHIPYARD,NN,0
,HAS,VBZ,0
,BEEN,VBN,0
,POLLUTED,VBN,0
,BY,IN,0
,PESTICIDES,NNS,0
Sentence: 2581,PCBS,NNS,1
,AND,CC,0
,PETROLEUM,NN,0
,AT,IN,0
,LEVELS,NNS,0
,HIGH,JJ,0
,ENOUGH,RB,0
,TO,TO,0
,WARRANT,VB,0
,A,DT,0
,CLEANUP,NN,0
,UNDER,IN,0
,STATE,NN,0
,LAW,NN,0
Sentence: 2582,NAVY,NNP,0
,RECORDS,NNS,0
,SHOW,VBP,0
,.,.,0
Sentence: 2583,NEVERTHELESS,RB,0
Sentence: 2584,NAVY,NNP,0
,CONSULTANTS,NNS,0
,SAY,VBP,0
,THERE,EX,0
,IS,VBZ,0
,LITTLE,JJ,0
,CHANCE,NN,0
,CONTAMINANTS,NNS,0
,WILL,MD,0
,BE,VB,0
,WASHED,VBN,0
,INTO,IN,0
,THE,DT,0
,INLET,NN,0
Sentence: 2585,AND,CC,0
,THEY,PRP,0
,WILL,MD,0
,CONDUCT,VB,0
,TESTS,NNS,0
,TO,TO,0
,MAKE,VB,0
,SURE,JJ,0
,.,.,0
Sentence: 2586,BUT,CC,0
,THE,DT,0
,NAVY,NNP,0
,DID,VBD,0
,NOT,RB,0
,EVEN,RB,0
,CONSIDER,VB,0
,DIGGING,VBG,0
,UP,RP,0
,THE,DT,0
,CONTAMINATED,VBN,0
,SOILS,NNS,0
,.,.,0
Sentence: 2587,THE,DT,0
,EPA,NNP,0
,DOES,VBZ,0
,NOT,RB,0
,PLAN,VB,0
,TO,TO,0
,REQUIRE,VB,0
,IT,PRP,0
,--,:,0
,WHICH,WDT,0
,TROUBLES,VBZ,0
,SOME,DT,0
,WHO,WP,0
,WORRY,VBP,0
,THAT,IN,0
,THE,DT,0
,TIDES,NNS,0
,WILL,MD,0
,SEEP,VB,0
,IN,IN,0
,AND,CC,0
,OUT,IN,0
,OF,IN,0
,THE,DT,0
,CONTAMINATED,JJ,0
,GROUND,NN,0
Sentence: 2588,LEACHING,VBG,0
,OUT,RP,0
,POLLUTANTS,NNS,0
,AS,IN,0
,IF,IN,0
,THE,DT,0
,SHIPYARD,NN,0
,WERE,VBD,0
,A,DT,0
,BIG,JJ,0
Sentence: 2589,POLLUTED,JJ,0
,TEABAG,NN,0
,.,.,0
